name,cation,anion,silicate,silicate_html,cation_html,anion_html,elements,strunz,formula,ima,year
Levinsonite-(Y),Y;Nd;La;Al,C_2_O_4_;SO_4_,,,(Y + Nd + La)=1;Al,,Y;Nd;La;Al;C;O;S;H,10.AB.37,"(Y,Nd,La)Al(C<sub>2</sub>O<sub>4</sub>)(SO<sub>4</sub>)<sub>2</sub>·12H<sub>2</sub>O",Approved,1996
Zugshunstite-(Ce),Ce^3+^;Nd;La;Al,C_2_O_4_;SO_4_,,,(Ce<sup>3+</sup> + Nd + La)=1;Al,,Ce;Nd;La;Al;S;O;C;H,10.AB.40,"(Ce<sup>3+</sup>,Nd,La)Al(S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)·12H<sub>2</sub>O",Approved,1996
Novgorodovaite,Ca,C_2_O_4_;Cl,,,Ca x 2,,Ca;C;O;Cl;H,10.AB.42,Ca<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)Cl<sub>2</sub>·2H<sub>2</sub>O,Approved,2000
Antipinite,K;Na;Cu^2+^,C_2_O_4_,,,K;Na x 3;Cu<sup>2+</sup> x 2,,K;Na;Cu;C;O,10.AB.45,KNa<sub>3</sub>Cu<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)<sub>4</sub>,Approved,2014
Deveroite-(Ce),Ce^3+^,C_2_O_4_,,,Ce<sup>3+</sup> x 2,,Ce;C;O;H,10.AB.45,Ce<sup>3+</sup><sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)<sub>3</sub>·10H<sub>2</sub>O,Approved,2013
Fiemmeite,Cu^2+^,OH;C_2_O_4_,,,Cu<sup>2+</sup> x 2,,Cu;C;O;H,10.AB.47,Cu<sup>2+</sup><sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(OH)<sub>2</sub>·2H<sub>2</sub>O,Approved,2018
Middlebackite,Cu^2+^,OH;C_2_O_4_,,,Cu<sup>2+</sup> x 2,,Cu;C;O;H,10.AB.50,Cu<sup>2+</sup><sub>2</sub>C<sub>2</sub>O<sub>4</sub>(OH)<sub>2</sub>,"Approved, Pending publication",2016
Metauroxite,UO_2_,OH;C_2_O_4_,,,UO<sub>2</sub> x 2,,U;O;C;H,10.AB.52,(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>,"Approved, Pending publication",2019
Uroxite,UO_2_,OH;C_2_O_4_,,,UO<sub>2</sub> x 2,,U;O;C;H,10.AB.52,[(U<sup>6+</sup>O<sub>2</sub>)<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(OH)<sub>2</sub>(H<sub>2</sub>O)<sub>2</sub>]·H<sub>2</sub>O,"Approved, Pending publication",2018
Falottaite,Mn^2+^,C_2_O_4_,,,Mn<sup>2+</sup>,,Mn;C;O;H,10.AB.55,Mn<sup>2+</sup>C<sub>2</sub>O<sub>4</sub>·3H<sub>2</sub>O,Approved,2013
Phoxite,NH_4_;Mg,C_2_O_4_;HPO_4_,,,NH<sub>4</sub> x 2;Mg x 2,,N;H;Mg;C;O;P,10.AB.60,(NH<sub>4</sub>)<sub>2</sub>Mg<sub>2</sub>(C<sub>2</sub>O<sub>4</sub>)(PO<sub>3</sub>OH)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>,"Approved, Pending publication",2018
Mellite,Al,C_6_(COO)_6_,,,Al x 2,,Al;C;O;H,10.AC.05,Al<sub>2</sub>C<sub>6</sub>(COO)<sub>6</sub>·16H<sub>2</sub>O,"Grandfathered, Approved",1793
Earlandite,Ca,C_6_H_5_O_7_,,,Ca x 3,,Ca;C;H;O,10.AC.10,Ca<sub>3</sub>(C<sub>6</sub>H<sub>5</sub>O<sub>7</sub>)<sub>2</sub>·4H<sub>2</sub>O,"Grandfathered, Approved",1936
Pigotite,Al,C_6_H_5_O_10_,,,Al x 4,,Al;C;H;O,10.AC.15,Al<sub>4</sub>C<sub>6</sub>H<sub>5</sub>O<sub>10</sub>·13H<sub>2</sub>O,"Questionable mineral species, Approved",1840
Julienite,Co^2+^;Na,SCN,,,Co<sup>2+</sup>;Na x 2,,Na;Co;S;C;N;H;O,10.AD.05,Na<sub>2</sub>Co<sup>2+</sup>(S<sup>2-</sup>CN<sup>3-</sup>)<sub>4</sub>·8H<sub>2</sub>O,"Approved, Renamed",1928
Fichtelite,,,,,,,C;H,10.BA.05,C<sub>19</sub>H<sub>34</sub>,"Grandfathered, Approved",1841
Hartite,,,,,,,C;H,10.BA.10,C<sub>20</sub>H<sub>34</sub>,"Grandfathered, Approved",1841
Dinite,,,,,,,C;H,10.BA.15,C<sub>20</sub>H<sub>36</sub>,"Grandfathered, Approved",1852
Idrialite,,,,,,,C;H,10.BA.20,C<sub>22</sub>H<sub>14</sub>,"Grandfathered, Approved",1832
Kratochvílite,,,,,,,C;H,10.BA.25,C<sub>13</sub>H<sub>10</sub>,"Grandfathered, Approved",1937
Carpathite,,,,,,,C;H,10.BA.30,C<sub>24</sub>H<sub>12</sub>,Approved,1955
Phylloretine,,,,,,,C;H,10.BA.35,C<sub>18</sub>H<sub>18</sub>,"Questionable mineral species, Approved",1839
Ravatite,,,,,,,C;H,10.BA.40,C<sub>14</sub>H<sub>10</sub>,Approved,1993
Simonellite,,,,,,,C;H,10.BA.45,C<sub>19</sub>H<sub>24</sub>,"Grandfathered, Approved",1919
Evenkite,,,,,,,C;H,10.BA.50,C<sub>21</sub>H<sub>44</sub>,"Grandfathered, Approved",1953
Wampenite,,,,,,,C;H,10.BA.55,C<sub>18</sub>H<sub>16</sub>,Approved,2015
Freitalite,,,,,,,C;H,10.BA.65,C<sub>14</sub>H<sub>10</sub>,"Approved, Pending publication",2020
Refikite,,,,,,,C;H;O,10.CA.05,C<sub>19</sub>H<sub>33</sub>COOH,"Grandfathered, Approved",1852
Flagstaffite,,,,,,,C;H;O,10.CA.10,C<sub>10</sub>H<sub>22</sub>O<sub>3</sub>,"Grandfathered, Approved",1920
Hoelite,,,,,,,C;H;O,10.CA.15,C<sub>14</sub>H<sub>8</sub>O<sub>2</sub>,"Grandfathered, Approved",1922
Abelsonite,Ni^2+^,C_31_H_32_N_4_,,,Ni<sup>2+</sup>,,Ni;C;H;N,10.CA.20,Ni<sup>2+</sup>C<sub>31</sub>H<sub>32</sub>N<sub>4</sub>,Approved,1975
Kladnoite,,,,,,,C;H;O;N,10.CA.25,C<sub>6</sub>H<sub>4</sub>(CO)<sub>2</sub>NH,"Grandfathered, Approved",1942
Guanine,,,,,,,C;H;N;O,10.CA.30,C<sub>5</sub>H<sub>3</sub>(NH<sub>2</sub>)N<sub>4</sub>O,Approved,1846
Urea,,,,,,,C;O;N;H,10.CA.35,CO(NH<sub>2</sub>)<sub>2</sub>,Approved,1973
Uricite,,,,,,,C;H;N;O,10.CA.40,C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>,Approved,1807
Chanabayaite,Cu^2+^,Cl;N_3_C_2_H_2_,,,Cu<sup>2+</sup> x 2;NH<sub>3</sub>,(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>) x 2;Cl,Cu;Cl;N;C;H;O,10.CA.45,"Cu<sup>2+</sup><sub>2</sub>Cl(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>)<sub>2</sub>(NH<sub>3</sub>,Cl,H<sub>2</sub>O,[box])<sub>4</sub>",Approved,2013
Triazolite,Na;Cu^2+^,N_3_C_2_H_2_;Cl,,,Na;Cu<sup>2+</sup> x 2;NH<sub>3</sub> x 2,(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>) x 2;Cl x 3,Na;Cu;N;C;H;Cl;O,10.CA.50,NaCu<sup>2+</sup><sub>2</sub>(N<sub>3</sub>C<sub>2</sub>H<sub>2</sub>)<sub>2</sub>(N<sup>3-</sup>H<sub>3</sub>)<sub>2</sub>Cl<sub>3</sub>·4H<sub>2</sub>O,"Approved, Pending publication",2017
Ernstburkeite,Mg,CH_3_SO_3_,,,Mg,CH<sub>3</sub>SO<sub>3</sub> x 2,Mg;C;H;S;O,10.CA.55,Mg(CH<sub>3</sub>SO<sub>3</sub>)<sub>2</sub>·12H<sub>2</sub>O,Approved,2013
Joanneumite,Cu^2+^,C_3_N_3_O_3_H_2_,,,Cu<sup>2+</sup>,(C<sub>3</sub>N<sub>3</sub>O<sub>3</sub>H<sub>2</sub>) x 2,Cu;C;N;O;H,10.CA.60,Cu<sup>2+</sup>(C<sub>3</sub>N<sub>3</sub>O<sub>3</sub>H<sub>2</sub>)<sub>2</sub>(N<sup>3-</sup>H<sub>3</sub>)<sub>2</sub>,Approved,2012
Tinnunculite,,,,,,C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>,C;H;N;O,10.CA.65,C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O<sub>3</sub>·2H<sub>2</sub>O,Approved,1988
Allantoin,,,,,,,C;H;N;O,10.CA.75,C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O<sub>3</sub>,"Approved, Pending publication",2020
Domeykite-β,Cu;As,,,,Cu x 3-x;As,,Cu;As,2.AA.05,Cu<sub>3-x</sub>As,"Approved, Questionable",1949
Algodonite,Cu;As,,,,Cu x 1-x;As x x,,Cu;As,2.AA.10a,Cu<sub>1-x</sub>As<sub>x</sub> (x ˜ 1/7),"Grandfathered, Approved",1857
Domeykite,Cu;As,,,,Cu x 3;As,,Cu;As,2.AA.10b,Cu<sub>3</sub>As,"Grandfathered, Approved",1845
Koutekite,As;Cu,,,,As x 2;Cu x 5,,Cu;As,2.AA.10d,Cu<sub>5</sub>As<sub>2</sub>,"Grandfathered, Approved",1958
Novákite,Cu;Ag;As,,,,(Cu + Ag)=21;As x 10,,Cu;Ag;As,2.AA.15,"(Cu,Ag)<sub>21</sub>As<sub>10</sub>",Approved,1967
Cuprostibite,Sb;Tl;Cu,,,,(Sb + Tl)=1;Cu x 2,,Cu;Sb;Tl,2.AA.20,"Cu<sub>2</sub>(Sb,Tl)",Approved,1969
Kutinaite,Ag;As;Cu,,,,Ag x 6;As x 7;Cu x 14,,Ag;Cu;As,2.AA.25,Ag<sub>6</sub>Cu<sub>14</sub>As<sub>7</sub>,Approved,1970
Allargentum,Ag;Sb,,,,Ag x 1-x;Sb x x,,Ag;Sb,2.AA.30,Ag<sub>1-x</sub>Sb<sub>x</sub> (x=0.09-0.16),"Approved, Redefined",1970
Dyscrasite,Sb;Ag,,,,Sb x 0.8;Ag x 3.2,,Ag;Sb,2.AA.35,Ag<sub>3.2</sub>Sb<sub>0.8</sub>,"Grandfathered, Approved",1832
Maldonite,Au;Bi,,,,Au x 2;Bi,,Au;Bi,2.AA.40,Au<sub>2</sub>Bi,"Grandfathered, Approved",1869
Stistaite,Sb;Sn,,,,Sb;Sn,,Sn;Sb,2.AA.45,SnSb,Approved,1969
Zaccariniite,Rh;Ni;As,,,,Rh;Ni;As,,Rh;Ni;As,2.AA.50,RhNiAs,Approved,2011
Dienerite,Ni;As,,,,Ni x 3;As,,Ni;As,2.AA.55,Ni<sub>3</sub>As,"Approved, Redefined",2006
Orcelite,As;Ni,,,,As x 2;Ni x 4.77,,Ni;As,2.AB.10,Ni<sub>4.77</sub>As<sub>2</sub>,Approved,1959
Maucherite,As;Ni,,,,As x 8;Ni x 11,,Ni;As,2.AB.15,Ni<sub>11</sub>As<sub>8</sub>,"Grandfathered, Approved",1913
Atheneite,As;Hg;Pd,,,,As x 0.75;Hg x 0.25;Pd x 2,,Pd;As;Hg,2.AC.05a,Pd<sub>2</sub>(As<sub>0.75</sub>Hg<sub>0.25</sub>),Approved,1973
Vincentite,As;Pd,,,,As;Pd x 3,,Pd;As,2.AC.05b,Pd<sub>3</sub>As,Approved,1974
Stillwaterite,As;Pd,,,,As x 3;Pd x 8,,Pd;As,2.AC.10a,Pd<sub>8</sub>As<sub>3</sub>,Approved,1974
Mertieite-II,Sb;As;Pd,,,,(Sb + As)=3;Pd x 8,,Pd;Sb;As,2.AC.10b,"Pd<sub>8</sub>(Sb,As)<sub>3</sub>","Grandfathered, Approved",1973
Arsenopalladinite,As;Sb;Pd,,,,(As + Sb)=3;Pd x 8,,Pd;As;Sb,2.AC.10c,"Pd<sub>8</sub>(As,Sb)<sub>3</sub>","Approved, Redefined",1974
Isomertieite,As;Pd;Sb,,,,As x 2;Pd x 11;Sb x 2,,Pd;Sb;As,2.AC.15a,Pd<sub>11</sub>Sb<sub>2</sub>As<sub>2</sub>,Approved,1974
Miessiite,Pd;Te;Se,,,,Pd x 11;Te x 2;Se x 2,,Pd;Te;Se,2.AC.15a,Pd<sub>11</sub>Te<sub>2</sub>Se<sub>2</sub>,Approved,2006
Törnroosite,As;Pd;Te,,,,As x 2;Pd x 11;Te x 2,,Pd;As;Te,2.AC.15a,Pd<sub>11</sub>As<sub>2</sub>Te<sub>2</sub>,Approved,2010
Mertieite-I,Sb;As;Pd,,,,(Sb + As)=2-x;Pd x 5+x,,Pd;Sb;As,2.AC.15b,"Pd<sub>5+x</sub>(Sb,As)<sub>2-x</sub> (x = 0.1-0.2)","Approved, Redefined",1973
Stibiopalladinite,Pd;Sb,,,,Pd x 5;Sb x 2,,Pd;Sb,2.AC.20a,Pd<sub>5</sub>Sb<sub>2</sub>,Approved,1929
Palarstanide,Sn;As;Pd,,,,(Sn + As)=2;Pd x 5,,Pd;Sn;As,2.AC.20b,"Pd<sub>5</sub>(Sn,As)<sub>2</sub>",Approved,1981
Menshikovite,As;Ni;Pd,,,,As x 3;Ni x 2;Pd x 3,,Pd;Ni;As,2.AC.20c,Pd<sub>3</sub>Ni<sub>2</sub>As<sub>3</sub>,Approved,1993
Palladoarsenide,As;Pd,,,,As;Pd x 2,,Pd;As,2.AC.25a,Pd<sub>2</sub>As,Approved,1974
Rhodarsenide,Rh;Pd;As,,,,(Rh + Pd)=2;As,,Rh;Pd;As,2.AC.25b,"(Rh,Pd)<sub>2</sub>As",Approved,1997
Palladodymite,Pd;Rh;As,,,,(Pd + Rh)=2;As,,Pd;Rh;As,2.AC.25c,"(Pd,Rh)<sub>2</sub>As",Approved,1999
Naldrettite,Pd;Sb,,,,Pd x 2;Sb,,Pd;Sb,2.AC.25d,Pd<sub>2</sub>Sb,Approved,2004
Majakite,As;Ni;Pd,,,,As;Ni;Pd,,Pd;Ni;As,2.AC.25e,PdNiAs,Approved,1976
Palladobismutharsenide,As;Bi;Pd,,,,(As + Bi)=1;Pd x 2,,Pd;As;Bi,2.AC.25f,"Pd<sub>2</sub>(As,Bi)",Approved,1976
Polkanovite,As;Rh,,,,As x 7;Rh x 12,,Rh;As,2.AC.30,Rh<sub>12</sub>As<sub>7</sub>,Approved,1998
Genkinite,Pt;Pd;Rh;Sb,,,,(Pt + Pd + Rh)=4;Sb x 3,,Pt;Pd;Rh;Sb,2.AC.35a,"(Pt,Pd,Rh)<sub>4</sub>Sb<sub>3</sub>",Approved,1976
Ungavaite,Pd;Sb,,,,Pd x 4;Sb x 3,,Pd;Sb,2.AC.35b,Pd<sub>4</sub>Sb<sub>3</sub>,Approved,2004
Polarite,Bi;Pb;Pd,,,,(Bi + Pb)=1;Pd,,Pd;Bi;Pb,2.AC.40,"Pd(Bi,Pb)",Approved,1969
Froodite,Pd;Bi,,,,Pd;Bi x 2,,Pd;Bi,2.AC.45a,PdBi<sub>2</sub>,"Grandfathered, Approved",1958
Iridarsenite,Ir;Ru;As,,,,(Ir + Ru)=1;As x 2,,Ir;Ru;As,2.AC.45b,"(Ir,Ru)As<sub>2</sub>",Approved,1973
Borishanskiite,As;Pb;Pd,,,,(As + Pb)=2;Pd x 1+x,,Pd;As;Pb,2.AC.45c,"Pd<sub>1+x</sub>(As,Pb)<sub>2</sub> (x = 0.0-0.2)",Approved,1975
Nipalarsite,Ni;Pd;As,,,,Ni x 8;Pd x 3;As x 4,,Ni;Pd;As,2.AC.50,Ni<sub>8</sub>Pd<sub>3</sub>As<sub>4</sub>,"Approved, Pending publication",2018
Viteite,Pd;In;As,,,,Pd x 5;In;As,,Pd;In;As,2.AC.50,Pd<sub>5</sub>InAs,"Approved, Pending publication",2019
Chalcocite,Cu,S,,,Cu x 2,S,Cu;S,2.BA.02,Cu<sup>1+</sup><sub>2</sub>S<sup>2-</sup>,"Grandfathered, Approved",1832
Djurleite,Cu,S,,,Cu x 31,S x 16,Cu;S,2.BA.02,Cu<sub>31</sub>S<sub>16</sub>,Approved,1962
Geerite,Cu,S,,,Cu x 8,S x 5,Cu;S,2.BA.02,Cu<sub>8</sub>S<sub>5</sub>,Approved,1980
Roxbyite,Cu,S,,,Cu x 1.78,S,Cu;S,2.BA.02,Cu<sub>1.78</sub>S,Approved,1988
Anilite,Cu,S,,,Cu x 7,S x 4,Cu;S,2.BA.05,Cu<sub>7</sub>S<sub>4</sub>,Approved,1968
Digenite,Cu,S,,,Cu x 1.8,S,Cu;S,2.BA.05,Cu<sub>1.8</sub>S,Approved,1844
Bornite,Cu;Fe,S,,,Cu x 5;Fe,S x 4,Cu;Fe;S,2.BA.07,Cu<sup>1+</sup><sub>5</sub>Fe<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Approved,1845
Bellidoite,Cu,Se,,,Cu x 2,Se,Cu;Se,2.BA.10,Cu<sub>2</sub>Se,Approved,1975
Berzelianite,Cu,Se,,,Cu x 2-x,Se,Cu;Se,2.BA.10,Cu<sub>2-x</sub>Se (x ˜ 0.12),"Grandfathered, Approved",1850
Athabascaite,Cu,Se,,,Cu x 5,Se x 4,Cu;Se,2.BA.12,Cu<sub>5</sub>Se<sub>4</sub>,Approved,1969
Umangite,Cu,Se,,,Cu x 3,Se x 2,Cu;Se,2.BA.12,Cu<sub>3</sub>Se<sub>2</sub>,"Grandfathered, Approved",1891
Rickardite,Cu,Te,,,Cu x 2.64-3.00,Te x 2,Cu;Te,2.BA.15,Cu<sub>2.64-3.00</sub>Te<sub>2</sub>,"Grandfathered, Approved",1903
Weissite,Cu,Te,,,Cu x 2-x,Te,Cu;Te,2.BA.15,Cu<sub>2-x</sub>Te,"Grandfathered, Approved",1927
Acanthite,Ag,S,,,Ag x 2,S,Ag;S,2.BA.17,Ag<sub>2</sub>S<sup>2-</sup>,"Approved, Grandfathered",1855
Mckinstryite,Ag;Cu,S,,,Ag x 5;Cu x 3,S x 4,Ag;Cu;S,2.BA.20,Ag<sub>5</sub>Cu<sub>3</sub>S<sub>4</sub>,Approved,1966
Stromeyerite,Ag;Cu,S,,,Ag;Cu,S,Cu;Ag;S,2.BA.20,CuAgS,"Grandfathered, Approved",1832
Jalpaite,Ag;Cu,S,,,Ag x 3;Cu,S x 2,Ag;Cu;S,2.BA.22,Ag<sub>3</sub>Cu<sup>1+</sup>S<sup>2-</sup><sub>2</sub>,"Grandfathered, Approved",1858
Selenojalpaite,Ag;Cu,Se,,,Ag x 3;Cu,Se x 2,Ag;Cu;Se,2.BA.22,Ag<sub>3</sub>CuSe<sub>2</sub>,Approved,2004
Eucairite,Cu;Ag,Se,,,Cu;Ag,Se,Cu;Ag;Se,2.BA.25,CuAgSe,"Grandfathered, Approved",1818
Aguilarite,Ag,Se;S,,,Ag x 4,SeS,Ag;Se;S,2.BA.27,Ag<sub>4</sub>SeS,"Grandfathered, Approved",1891
Naumannite,Ag,Se,,,Ag x 2,Se,Ag;Se,2.BA.27,Ag<sub>2</sub>Se,"Grandfathered, Approved",1845
Cervelleite,Ag,Te;S,,,Ag x 4,Te;S,Ag;Te;S,2.BA.30,Ag<sub>4</sub>TeS,Approved,1986
Chenguodaite,Ag;Fe,S;Te,,,Ag x 9;Fe,Te x 2;S x 4,Ag;Fe;Te;S,2.BA.30,Ag<sub>9</sub>FeTe<sub>2</sub>S<sub>4</sub>,Approved,2005
Hessite,Ag,Te,,,Ag x 2,Te,Ag;Te,2.BA.30,Ag<sub>2</sub>Te,"Grandfathered, Approved",1843
Henryite,Cu;Ag,Te,,,Cu x 4;Ag x 3,Te x 4,Cu;Ag;Te,2.BA.32,Cu<sub>4</sub>Ag<sub>3</sub>Te<sub>4</sub>,Approved,1983
Stützite,Ag,Te,,,Ag x 4.64-4.76,Te x 3,Ag;Te,2.BA.32,Ag<sub>4.64-4.76</sub>Te<sub>3</sub>,"Approved, Redefined",1964
Alburnite,Ag;Ge,S;Te,,,Ag x 8;Ge,Te<sub>2</sub>S<sub>4</sub>,Ag;Ge;Te;S,2.BA.35,Ag<sub>8</sub>GeTe<sub>2</sub>S<sub>4</sub>,Approved,2014
Argyrodite,Ag;Ge,S,,,Ag x 8;Ge,S x 7,Ag;Ge;S,2.BA.35,Ag<sub>8</sub>GeS<sub>6</sub>,"Grandfathered, Approved",1886
Canfieldite,Ag;Sn,S,,,Ag x 8;Sn,S x 8,Ag;Sn;S,2.BA.35,Ag<sub>8</sub>SnS<sub>6</sub>,"Grandfathered, Approved",1893
Putzite,Cu;Ag;Ge,S,,,(Cu + Ag)=8;Ge,S x 6,Cu;Ag;Ge;S,2.BA.35,"(Cu,Ag)<sub>8</sub>GeS<sub>6</sub>",Approved,2002
Spryite,Ag;As,S,,,Ag x 8;As x 1,S x 6,Ag;As;S,2.BA.35,Ag<sup>1+</sup><sub>8</sub>(As<sup>3+</sup><sub>0.5</sub>As<sup>5+</sup><sub>0.5</sub>)S<sup>2-</sup><sub>6</sub>,"Approved, Pending publication",2016
Fischesserite,Au;Ag,Se,,,Au;Ag x 3,Se x 2,Ag;Au;Se,2.BA.37,Ag<sub>3</sub>AuSe<sub>2</sub>,Approved,1971
Penzhinite,Ag;Cu;Au,S;Se,,,(Ag + Cu)=4;Au,"(S,Se)<sub>4</sub>",Ag;Cu;Au;S;Se,2.BA.37,"(Ag,Cu)<sub>4</sub>Au(S,Se)<sub>4</sub>",Approved,1984
Petrovskaite,Ag;Au,S;Se,,,Ag;Au,"(S,Se)",Au;Ag;S;Se,2.BA.37,"AuAg(S,Se)",Approved,1984
Petzite,Ag;Au,Te,,,Ag x 3;Au,Te x 2,Ag;Au;Te,2.BA.37,Ag<sub>3</sub>AuTe<sub>2</sub>,"Grandfathered, Approved",1845
Uytenbogaardtite,Ag;Au,S,,,Ag x 3;Au,S x 2,Ag;Au;S,2.BA.37,Ag<sub>3</sub>AuS<sub>2</sub>,Approved,1978
Bezsmertnovite,Au;Ag;Cu;Pb,Te,,,(Au + Ag)=4;Cu;Pb,Te,Au;Ag;Cu;Te;Pb,2.BA.40,"(Au,Ag)<sub>4</sub>Cu(Te,Pb)",Approved,1979
Bilibinskite,Au;Cu;Pb,Te,,,Au x 3;Cu x 2;Pb,Te x 2,Pb;Au;Cu;Te,2.BA.40,PbAu<sub>3</sub>Cu<sub>2</sub>Te<sub>2</sub>,Approved,1978
Bogdanovite,Cu;Fe;Au;Pb,Te,,,(Cu + Fe)=1;Au;Pb,Te,Au;Te;Pb;Cu;Fe,2.BA.40,"(Au,Te,Pb)<sub>3</sub>(Cu,Fe)",Approved,1978
Honeaite,Au;Tl,Te,,,Au x 3;Tl,Te x 2,Au;Tl;Te,2.BA.42,Au<sub>3</sub>TlTe<sub>2</sub>,Approved,2015
Kurilite,Ag,Te;Se,,,Ag x 8,Te x 3;Se,Ag;Te;Se,2.BA.45,Ag<sub>8</sub>Te<sub>3</sub>Se,Approved,2009
Spiridonovite,Cu;Ag,Te,,,(Cu + Ag)=2,Te,Cu;Ag;Te,2.BA.47,(Cu<sub>1-x</sub>Ag<sub>x</sub>)<sub>2</sub>Te (x ≈ 0.4),"Approved, Pending publication",2019
Wuyanzhiite,Cu,S,,,Cu x 2,S,Cu;S,2.BA.50,Cu<sub>2</sub>S,"Approved, Pending publication",2017
Dzierżanowskite,Cu;Ca,S,,,Cu x 2;Ca,S x 2,Ca;Cu;S,2.BA.55,CaCu<sub>2</sub>S<sub>2</sub>,Approved,2014
Heazlewoodite,Ni,S,,,Ni x 3,S x 2,Ni;S,2.BB.05,Ni<sub>3</sub>S<sub>2</sub>,"Grandfathered, Approved",1897
Oregonite,Fe;Ni,As,,,Fe;Ni x 2,As x 2,Fe;Ni;As,2.BB.05,FeNi<sub>2</sub>As<sub>2</sub>,Approved,1959
Vozhminite,Ni;Co;As;Sb,S,,,(Ni + Co)=4;(As + Sb)=1,S x 2,Ni;Co;As;Sb;S,2.BB.05,"(Ni,Co)<sub>4</sub>(As,Sb)S<sub>2</sub>",Approved,1982
Arsenohauchecornite,Ni;Bi;As,S,,,Ni x 18;Bi x 3;As,S x 16,Ni;Bi;As;S,2.BB.10,Ni<sub>18</sub>Bi<sub>3</sub>AsS<sub>16</sub>,Approved,1980
Bismutohauchecornite,Ni;Bi,S,,,Ni x 9;Bi x 2,S x 8,Ni;Bi;S,2.BB.10,Ni<sub>9</sub>Bi<sub>2</sub>S<sub>8</sub>,Approved,1978
Hauchecornite,Ni;Bi;Sb,S,,,Ni x 9;Bi;Sb,S x 8,Ni;Bi;Sb;S,2.BB.10,Ni<sub>9</sub>BiSbS<sub>8</sub>,"Approved, Redefined",1893
Tellurohauchecornite,Bi;Ni;Te,S,,,Bi;Ni x 9;Te,S x 8,Ni;Bi;Te;S,2.BB.10,Ni<sub>9</sub>BiTeS<sub>8</sub>,Approved,1978
Tučekite,Ni;Sb,S,,,Ni x 9;Sb x 2,S x 8,Ni;Sb;S,2.BB.10,Ni<sub>9</sub>Sb<sub>2</sub>S<sub>8</sub>,Approved,1975
Arsenotučekite,Ni;Sb;As,S,,,Ni x 18;Sb x 3; As,S x 16,Ni;Sb;As;S,2.BB.10,Ni<sub>18</sub>Sb<sub>3</sub>AsS<sub>16</sub>,Approved,2020
Argentopentlandite,Fe;Ni;Ag,S,,,(Fe + Ni)=8;Ag,S x 8,Ag;Fe;Ni;S,2.BB.15,"Ag(Fe,Ni)<sub>8</sub>S<sub>8</sub>",Approved,1977
Cobaltpentlandite,Co;Ni;Fe,S,,,(Co + Ni + Fe)=9,S x 8,Co;Ni;Fe;S,2.BB.15,"(Co,Ni,Fe)<sub>9</sub>S<sub>8</sub>","Renamed, Approved",1959
Ferhodsite,Fe;Rh;Ni;Ir;Cu;Pt,S,,,(Fe + Rh + Ni + Ir + Cu + Pt)=9,S x 8,Fe;Rh;Ni;Ir;Cu;Pt;S,2.BB.15,"(Fe,Rh,Ni,Ir,Cu,Pt)<sub>9</sub>S<sub>8</sub>",Approved,2009
Geffroyite,Cu;Fe;Ag,S;Se,,,(Cu + Fe + Ag)=9,"(Se,S)<sub>8</sub>",Cu;Fe;Ag;Se;S,2.BB.15,"(Cu,Fe,Ag)<sub>9</sub>(Se,S)<sub>8</sub>",Approved,1980
Godlevskite,Ni;Fe,S,,,(Ni + Fe)=9,S x 8,Ni;Fe;S,2.BB.15,"(Ni,Fe)<sub>9</sub>S<sub>8</sub>",Approved,1968
Kharaelakhite,Cu;Pt;Pb;Fe;Ni,S,,,(Cu + Pt + Pb + Fe + Ni)=9,S x 8,Cu;Pt;Pb;Fe;Ni;S,2.BB.15,"(Cu,Pt,Pb,Fe,Ni)<sub>9</sub>S<sub>8</sub>",Approved,1985
Oberthürite,Rh;Ni,S,,,Rh x 3;Ni x 32,S x 32,Rh;Ni;S,2.BB.15,Rh<sub>3</sub>Ni<sub>32</sub>S<sub>32</sub>,"Approved, Pending publication",2017
Pentlandite,Ni;Fe,S,,,(Ni + Fe)=9,S x 8,Ni;Fe;S,2.BB.15,"(Ni,Fe)<sub>9</sub>S<sub>8</sub>","Grandfathered, Approved",1856
Shadlunite,Fe;Cu;Pb;Cd,S,,,(Fe + Cu)=8;(Pb + Cd)=1,S x 8,Fe;Cu;Pb;Cd;S,2.BB.15,"(Fe,Cu)<sub>8</sub>(Pb,Cd)S<sub>8</sub>",Approved,1973
