Published.status,Created,Updated,Title,Strunz,Formula,Mindat.ID,Class,Colour,Crystal.System,Dimorph.Of,Group.Members,Group.Parent,Habit.Of,Hardness.Max,Hardness.Min,Isostructural.with,Mindat.Status,Mindat.URL,Mixture.Of,Polymorph.of,Polytype.Of,Renamed.To,Streak,Synonym.Of,Synonyms,Type.Locality,Unnamed,Variety.Of,Approval.status,Nid,Nid.1,Source
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Egg,"","",ER432,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10053,10053,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Tentaculite Fossil,"","",ER433,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10054,10054,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Mammoth Ivory,"","",ER434,Mineral,"","","","","","","","","","","","","","","","","","","","",Bone,Approved,10055,10055,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Sand Pipe,"","",ER435,Mineral,"","","","","","","","","","","",Limonite,"","","","","","","","",Limonite,Approved,10056,10056,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:21,Thecosmilia Trichotoma,"","",ER436,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10057,10057,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Astrotheca Miltoni,"","",ER437,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10058,10058,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:23,Trilobite - Dicalymene,"","",ER438,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10059,10059,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Graptolites,"","",ER439,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10060,10060,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Cube,"","",ER440,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10061,10061,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Mammoth Upper Molar,"","",ER441,Mineral,"","","","","","","","","","","","","","","","","","","","",Tooth,Approved,10062,10062,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Sixling Twin,"","",ER442,Mineral,"","","","","","Cassiterite, Chrysoberyl, Alexandrite","","","","","","","","","","","","","","","",Approved,10063,10063,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Sphere,"","",ER443,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10064,10064,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Elephant,"","",ER444,Mineral,"","","","","","","","","","","","","","","","","","","","",Carving,Approved,10065,10065,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Obelisk,"","",ER445,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10066,10066,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Angel,"","",ER446,Mineral,"","","","","","","","","","","","","","","","","","","","",Carving,Approved,10067,10067,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Rhaphidonema Farringdonese - Fossil Sponge,"","",ER447,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10068,10068,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Ventifact,"","",ER448,Mineral,"","","","","","","","","","","","","","","","","","","","",Sandstone,Approved,10069,10069,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Rough,"","",ER449,Mineral,"","","","","","","","","","","","","","","","","","","","",Finish,Approved,10070,10070,
Yes,2015-03-23 14:08:38,2019-07-12 09:20:22,Fossil Barnacle,"","",ER450,Fossil,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10071,10071,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Carving,"","",ER451,Mineral,"","","","","","","","","","","","","","","","","",Carved,"","",Polished,Approved,10072,10072,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:28,Kwan Qin,"","",ER452,Mineral,"","","","","","","","","","","","","","","","","","","","",Carving,Approved,10073,10073,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Cleaned,"","",ER453,Mineral,"","","","","","","","","","","","","","","","","","","","",Treated,Approved,10074,10074,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Star Coral,"","",ER454,Mineral,"","","","","","","","","","","","","","","","","","","","",Coral,Approved,10075,10075,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Batonian Ailsacrinous Abbreviatus,"","",ER456,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10077,10077,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Bottle,"","",ER457,Mineral,"","","","","","","","","","","","","","","","","","","","",Carving,Approved,10078,10078,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Doavilleiceras,"","",ER458,Mineral,"","","","","","","","","","","","","","","","","","","","",Ammonite,Approved,10079,10079,
Yes,2015-03-23 14:08:38,2017-12-14 17:16:09,Turritella,"","",ER500,Fossil,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10080,10080,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Baculite,"","",ER501,Mineral,"","","","","","","","","","","","","","","","","","","","",Ammonite,Approved,10081,10081,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Hexagonal Prism,"","",ER502,Mineral,"","","","","","","","","","","","","","","","","","","","",Polished,Approved,10082,10082,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Oredon - Merycoidodon,"","",ER459,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10083,10083,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Knapped,"","",ER460,Mineral,"","","","","","","","","","","","","","","","","","","","",Finish,Approved,10084,10084,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:26,Veevers Iron Meteorite,"","",ER461,Mineral,"","","","","","","","","","","","","","","","","","","","",Meteorite,Approved,10085,10085,
Yes,2015-03-23 14:08:38,2015-08-14 08:10:25,Volcanic Dust,"","",ER462,Mineral,"","","","","","","","","","","","","","","","","","","","",Igneous Rock,Approved,10086,10086,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Skeletal,"","",ER371,Mineral,"","","","","","Galena, Quartz","","","","","","","","","","","","","","","",Approved,9988,9988,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Londonite-Rhodizite Series,"","",32227,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9989,9989,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Beaumontite,"","",ER373,Mineral,"","","","","","","","","","","","","","",Beaumontite (of Lévy),"","","","","",Heulandite-Ca,Approved,9991,9991,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Suttroper Quartz,"","",ER374,Mineral,"","","","","","","","","","","","","","",Suttroper Quarz,"","","","","",Quartz,Approved,9992,9992,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Gastropod,"","",ER375,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil Snail,Approved,9993,9993,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Unnamed (Fe-analogue of Zakharovite),"","",29247,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9994,9994,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Fe-analogue of Zakharovite,"","",ER376,Mineral,"","","","","","","","","","","","","","",Unnamed (Fe-analogue of Zakharovite),"","","","","","",Approved,9995,9995,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Pallasite Meteorite,"","",ER377,Mineral,"","","","","","","","","","","","","","","","","","","","",Meteorite,Approved,9996,9996,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Ceriopyrochlore,"","",ER378,Mineral,"","","","","","","","","","","","","","",Ceriopyrochlore (of Hogarth 1977),"","","","","","",Approved,9997,9997,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Shard Cobalt,"","",ER379,Mineral,"","","","","","","","","","","","","","","","","","","","",Arsenic,Approved,9998,9998,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Mesosiderite Meteorite,"","",ER380,Mineral,"","","","","","","","","","","","","","","","","","","","",Meteorite,Approved,9999,9999,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Dadoxylon,"","",ER381,Mineral,"","","","","","","","","","","","","","","","","","","","",Petrified Wood,Approved,10000,10000,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Maggot Stone,"","",ER382,Mineral,"","","","","","","","","","","","","","","","","","","","",Petrified Wood,Approved,10001,10001,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Selenian Digenite,"","",ER383,Mineral,"","","","","","","","","","","","","","","","","","","","",Digenite,Approved,10002,10002,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Tsumeb Smelter Slag,"","",ER384,Mineral,"","","","","","","","","","","","","","","","","","","","",Slag,Approved,10003,10003,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Carbon,"","",ER385,Mineral,"","","","","","","","","","","","","","","","","","","","",Graphite,Approved,10004,10004,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Cadmian Willemite,"","",ER386,Mineral,"","","","","","","","","","","","","","","","","","","","",Willemite,Approved,10005,10005,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Spherocalcite,"","",ER388,Mineral,"","","","","","","","","","","","","","","","","","","","",Calcite,Approved,10006,10006,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:28,Rottisite,"","",ER389,Mineral,"","","","","","","","","","","","Pecoraite, Willemseite","","","","","",Röttizite,"","","",Approved,10007,10007,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:30,Erdmannite,"","",ER391,Mineral,"","","","","","","","","","","","","","",Erdmannite (of Engström and Des Cloizeaux & Damour),"","","","","","",Approved,10010,10010,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Erdmannite (of Engström and Des Cloizeaux & Damour),"","",39982,Mineral,"","","","","","","","","","","","","","","","","","Erdmannite (of Engstroem and Des Cloizeaux & Damour), Erdmannite (of Engstrom and Des Cloizeaux & Damour)","","","",Approved,10011,10011,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Esparraguine,"","",ER392,Mineral,"","","","","","","","","","","","","","","","","","","","",Apatite,Approved,10012,10012,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Wachsopal,"","",ER393,Mineral,"","","","","","","","","","","","","","","","",Wash Opal,"","","",Opal,Approved,10013,10013,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Blenda Acaramelada,"","",ER394,Mineral,"","","","","","","","","","","","","","","","","","","","",Sphalerite,Approved,10014,10014,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Honeyblende,"","",ER395,Mineral,"","","","","","","","","","","","","","","","","","","","",Sphalerite,Approved,10015,10015,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Naphtha,"","",ER396,Mineral,"","","","","","","","","","","","","","","","",Hydrocarbon,"","","","",Approved,10016,10016,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Boghead Coal,"","",ER397,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10017,10017,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Boryslavite,"","",ER398,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10018,10018,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Manganoan Kyanite,"","",ER399,Mineral,"","","","","","","","","","","","","","","","","",Kyanite Mn,"","",Kyanite,Approved,10019,10019,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:37,Turf,"","",ER400,Mineral,"","","","","","","","","","","","","","","","","","","","",Plant,Approved,10020,10020,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Praseodymium,"","",ER401,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,10021,10021,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Leopard Skin Jasper,"","",ER402,Mineral,"","","","","","","","","","","","","","","","","","","","",Jasper,Approved,10022,10022,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:36,Candle Coal,"","",ER403,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,10023,10023,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Azurite Sun,"","",ER406,Mineral,"","","","","","","","","","","","","","","","","","","","",Azurite,Approved,10026,10026,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Purbeck Marble,"","",ER407,Mineral,"","","","","","","","","","","","","","","","","","","","",Limestone,Approved,10027,10027,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:32,Nickeloan Erythrite,"","",ER408,Mineral,"","","","","","","","","","","","","","","","","","","","",Erythrite,Approved,10028,10028,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Zirconium,"","",ER409,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,10029,10029,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Calcium,"","",ER410,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,10030,10030,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Bituminous Sulphur,"","",ER411,Mineral,"","","","","","","","","","","","Bitumen, Sulphur","","","","","","","","",Sulphur,Approved,10031,10031,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Diabandite,"","",ER412,Mineral,"","","","","","","","","","","","","","","","","","","","",Clinochlore,Approved,10032,10032,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Marmor Marble,"","",ER413,Mineral,"","","","","","","","","","","","","","","","","","","","",Marble,Approved,10033,10033,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Rhaetic Bone Bed,"","",ER414,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,10034,10034,
Yes,2015-03-23 14:08:35,2018-01-31 17:31:14,Cadmian Wurtzite,"",(Zn0.62Cd0.38)S,47275,Mineral,"","","","","","","","","","",https://www.mindat.org/min-47275.html,"","","","","","","","","",Wurtzite,Approved,10035,10035,
Yes,2015-03-23 14:08:35,2015-08-14 08:10:34,Cobaltoan Dawsonite,"","",ER416,Mineral,"","","","","","","","","","","","","","","","","","","","",Dawsonite,Approved,10036,10036,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Slickenside,"","",ER326,Mineral,"","","","","",Tin Ore,"","","","","","","","","","","","","","","",Approved,9938,9938,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Enhydro,"","",ER327,Mineral,"","","","","","Smoky Quartz, Amethyst, Quartz, Fluorite, Galena","","","","","","","","","","","",With Fluid Inclusions,"","","",Approved,9939,9939,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Stahlerz,"","",ER328,Mineral,"","","","","","","","","","","","","","","","","","","","",Cinnabar,Approved,9940,9940,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Axe Head Twin,"","",ER329,Mineral,"","","","","",Calcite,"","","","","","","","","","","","","","","",Approved,9941,9941,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Heart Twin,"","",ER330,Mineral,"","","","","",Calcite,"","","","","","","","","","","","","","","",Approved,9942,9942,
Yes,2015-03-23 14:08:32,2017-04-28 11:50:47,Butterfly Twin,"","",ER331,Habit,"","","","","",Calcite,"","","","","","","","","","","","","","","",Approved,9943,9943,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Lithium Biotite Mica,"","",ER332,Mineral,"","","","","","","","","","","","","","","","","","","","",Biotite,Approved,9944,9944,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Amphibole,"","",27280,Mineral,"","","","","","","","","","","","","","","","",Amphibole Supergroup,"","","","",Approved,9945,9945,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Clinovariscite,"","",ER333,Mineral,"","","","","","","","","","","","","","","","",Metavariscite,"","","","",Approved,9946,9946,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Ellweilerite,"","",ER335,Mineral,"","","","","","","","","","","","","","","","",Natrouranospinite,"","","","",Approved,9948,9948,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Manganoan Aragonite,"","",ER336,Mineral,"","","","","","","","","","","","","","","","","","","","",Aragonite,Approved,9949,9949,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Kugelpechstein,"","",ER337,Mineral,"","","","","","","","","","","","","","","","","","","","",Obsidian,Approved,9950,9950,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Arsenatian Pyromorphite,"","",ER338,Mineral,"","","","","","","","","","","","","","","","","","","","",Pyromorphite,Approved,9951,9951,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Nickel Antigorite,"","",ER339,Mineral,"","","","","","","","","","","","","","","","",Antigorite,"","","","",Approved,9952,9952,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Ashcroftine,"","",ER340,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9953,9953,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Europium,"","",ER341,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9954,9954,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Gallium,"","",ER342,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9955,9955,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Gadolinium,"","",ER343,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9956,9956,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Hafnium,"","",ER344,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9957,9957,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Lutetium,"","",ER345,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9958,9958,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:37,Refined Element,"","",ER346,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9959,9959,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Germanium,"","",ER347,Mineral,"","","","","","","","","","","","","","","","","","","","",Refined Element,Approved,9960,9960,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:39,Iron-nickel Meteorite,"","",ER348,Mineral,"","","","","","","","","","","","","","","","","","","","",Meteorite,Approved,9961,9961,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Ticino Habit,"","",ER349,Mineral,"","","","","",Quartz,"","","","","","","","","","","","Tessiner Habit, Tessin Habit","","","",Approved,9962,9962,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Kobeite,"","",ER350,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9963,9963,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Lace Agate,"","",ER351,Mineral,"","","","","","","","","","","","","","","","","","","","",Agate,Approved,9964,9964,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Baculites Yokohama,"","",ER352,Mineral,"","","","","","","","","","","","","","","","","","","","",Baculite,Approved,9965,9965,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Manganoan Strengite,"","",ER355,Mineral,"","","","","","","","","","","","","","","","","","","","",Strengite,Approved,9968,9968,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Miesite,"","",ER356,Mineral,"","","","","","","","","","","","","","","","","","","","",Pyromorphite,Approved,9969,9969,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:45,Arsenopolybasite,"","",ER358,Mineral,"","","","","","","","","","","","","","","","","","","","",Arsenopolybasite (of Frondel),Approved,9971,9971,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Arsenopolybasite (of Frondel),"","",4659,Mineral,"","","","","","","","","","","","","","","","",Pearceite-T2ac,"","","","",Approved,9972,9972,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Silicified Pinecone,"","",ER359,Mineral,"","","","","","","","","","","","","","","","","","","","",Fossil,Approved,9973,9973,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:44,Ratholite,"","",ER360,Mineral,"","","","","","","","","","","","","","","","","","","","",Pectolite,Approved,9974,9974,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Ochsenauge,"","",ER361,Mineral,"","","","","","","","","","","","","","","","","","","","",Fluorite,Approved,9976,9976,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:40,Schlangengips,"","",ER362,Mineral,"","","","","","","","","","","","Anhydrite, Gypsum","","","","","","","","","",Approved,9979,9979,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Lithophyse Agate,"","",ER364,Mineral,"","","","","","","","","","","","","","","","","","","","",Agate,Approved,9981,9981,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Mangan Serpentine,"","",ER365,Mineral,"","","","","","","","","","","","","","","","","","","","",Serpentine,Approved,9982,9982,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Manganoan Zanazziite,"","",ER367,Mineral,"","","","","","","","","","","","","","","","","","Mangaon-zanazziite, Zanazziite Mn, Mangaonzanazziite","","",Zanazziite,Approved,9984,9984,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Yorkshire Oakstone,"","",ER368,Mineral,"","","","","","","","","","","","","","","","","","","","",Baryte,Approved,9985,9985,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Arfvedsonite Group,"","",ER369,Mineral,"","","","","","","","","","","","","","",Arfvedsonite Root Name,"","","","","","",Approved,9986,9986,
Yes,2015-03-23 14:08:32,2015-08-14 08:10:42,Paesina Stone,"","",ER370,Mineral,"","","","","","","","","","","","","","","","",Ruin Marble,"","","","",Approved,9987,9987,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Aristile Uk 60,"","",ER282,Mineral,"","","","","","","","","","","","","","","","","","","",Unnamed,Unnamed,Approved,9889,9889,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Unnamed,"","",ER283,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9890,9890,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Donnayite,"","",ER284,Mineral,"","","","","","","","","","","","","","",Donnayite Group,"","","","","","",Approved,9891,9891,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Strontium Agrellite,"","",ER285,Mineral,"","","","","","","","","","","","","","","","","",Agrellite-Sr,"","",Agrellite,Approved,9893,9893,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Schist,"","",ER286,Mineral,"","","","","","","","","","","","","","","","","","","","",Metamorphic Rock,Approved,9894,9894,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Mica Schist,"","",ER287,Mineral,"","","","","","","","","","","","","","","","","","","","",Schist,Approved,9895,9895,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Biotite Schist,"","",ER288,Mineral,"","","","","","","","","","","","","","","","","","","","",Mica Schist,Approved,9896,9896,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Schwarzbleierz,"","",ER289,Mineral,"","","","","","","","","","","","","","","","",Black Lead Ore,"","","",Cerussite,Approved,9897,9897,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Black Lead Ore,"","",ER290,Mineral,"","","","","","","","","","","","","","","","","","","","",Cerussite,Approved,9898,9898,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Arrowhead Twin,"","",ER292,Mineral,"","","","","",Gypsum,"","","","","","","","","","","","","","","",Approved,9899,9899,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Limburgite,"","",ER295,Mineral,"","","","","","","","","","","","","","","","","","","","",Basalt,Approved,9901,9901,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Chromian Muscovite,"","",ER296,Mineral,"","","","","","","","","","","","","","","","",Fuchsite,"","","","",Approved,9902,9902,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Plumbopyrochlore,"","",ER310,Mineral,"","","","","","","","","","","","","","",Plumbopyrochlore (of Atencio et al.),"","","","","","",Approved,9903,9903,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Niobian Eudialyte,"","",ER297,Mineral,"","","","",Eudialyte Group,"","","","","","","","","","","","","","","","",Approved,9905,9905,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Manganoan Eudialyte,"","",ER298,Mineral,"","","","",Eudialyte Group,"","","","","","","","","","","","","","","","",Approved,9906,9906,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Iimoriite,"","",ER299,Mineral,"","","","","","","","","","","","","","",Iimoriite-(Y),"","","","","","",Approved,9907,9907,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Manganoan Apatite,"","",ER300,Mineral,"","","","","","","","","","","","","","",Mn-bearing Fluorapatite,"","","","","","",Approved,9908,9908,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Mangan-rockbridgeite,"","",ER301,Mineral,"","","","","","","","","","","","","","","","",Rockbridgeite,"","","","",Approved,9909,9909,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:45,Mendozavillite,"","",ER302,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9910,9910,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:47,Sceptre,"","",ER303,Mineral,"","","","","","Smoky Quartz, Amethyst, Quartz, Fluorite, Calcite","","","","","","","","","","","","Scepter, Szepter, Septre, Szeptre","","","",Approved,9911,9911,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Reverse Sceptre,"","",ER304,Mineral,"","","","","","Smoky Quartz, Amethyst, Quartz","","","","","","","","","","","","Reverse Scepter, Reverse Szepter","","","",Approved,9912,9912,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:49,Japan Law,"","",ER305,Mineral,"","","","","","Smoky Quartz, Amethyst, Quartz","","","","","","","","","","","","Japan Law Twin, Japanese Twin, Japan Twin, Japan-law Twin, Japanese Law Twin","","","",Approved,9913,9913,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Spinel Law,"","",ER306,Mineral,"","","","","","Spinel, Galena, Fluorite, Copper","","","","","","","","","","","",Spinel Twin,"","","",Approved,9914,9914,
Yes,2015-03-23 14:08:28,2016-06-18 14:30:05,Trapiche,"","",ER307,Habit,"","","","","","Sapphire, Emerald, Ruby, Spinel","","","","","","","","","","","","","","","",Approved,9915,9915,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Star,"","",ER308,Mineral,"","","","","","Sapphire, Garnet","","","","","","","","","","","","","","","",Approved,9916,9916,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Manebach Twin,"","",ER309,Mineral,"","","","","","Microcline, Orthoclase, Amazonite, Feldspar, Sanidine","","","","","","","","","","","","","","","",Approved,9917,9917,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Baveno Twin,"","",ER0079,Mineral,"","","","","","Microcline, Orthoclase, Amazonite, Feldspar, Sanidine","","","","","","","","","","","","","","","",Approved,9918,9918,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Carlsbad Twin,"","",ER0080,Mineral,"","","","","","Microcline, Orthoclase, Amazonite, Feldspar, Sanidine","","","","","","","","","","","","","","","",Approved,9919,9919,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Bussyite,"","",ER313,Mineral,"","","","","","","","","","","","","","","","","Bussyite-(Ce), Bussyite-(Y)","","","","",Approved,9920,9920,
Yes,2015-03-23 14:08:28,2015-08-14 08:10:52,Armalcolite-Pseudobrookite Series,"","",40230,Mineral,"","","","","","","","","","","","","","","","","","","","","",Approved,9921,9921,
