"Mineral_Name","Approval history","Groups","Synonyms","Varieties","Strunz 8th edition","Dana 8th edition","Strunz 10th edition","Hey's 3rd edition","Formula","Crystal System","Class Name","H-M symbol","Space group","Non-standart settings","Optical Properties","Colour","Streak","Lustre","Cleavage","Fracture","Tenacity","Hardness","Density measured","Density calculated","Habit","Geological occurrence","Localities","References","Named for","Type Locality","Distribution","Distribution Range","URL to e-Rocks","Context","Groups Short"
"Cerchiaraite","Approved","Cerchiaraite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9687",,
"Cerchiaraite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9688",,
"Pencil Ore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9689",,
"Yttropyrochlore-(Y)","Approved",,"Yttropyrochlore-Y, Yttropyrochlore Y, Yttropyrochlore - Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9690",,
"Mayenite","Approved",,"Brearleyite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9691",,
"Stetefeldite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9692",,
"Feather","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9693",,
"Colbaltoan Picropharmacolite","Approved",,"Picropharmacolite Co",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9694",,
"IMA2009-016","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9695",,
"Remondite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9696",,
"IMA2009-046","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9697",,
"Orthochrysotile","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9698",,
"Stromatolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9699",,
"Plagioclase","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9700",,
"Albite-Anorthite Series","Approved","Feldspar Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9701",,
"Bromian Chlorargyrite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9702",,
"Bisbeeite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9704",,
"Cuprian Strengite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9705",,
"Beaverite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9613",,
"Zincian Collinsite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9614",,
"Sandbergerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9615",,
"Blue Asbestos","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9616",,
"Thunder Egg","Approved","Agate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9617",,
"Arsenpolybasite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9618",,
"Satin Spar","Approved",,"Gypsum Var Satin Spar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9619",,
"Gedanite","Approved",,"Amber Var Gedonite, Amber Var Gedanite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9620",,
"Ittnerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9621",,
"Kallilith","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9622",,
"Hydrosiderite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9623",,
"Manganese Nodule","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9624",,
"Lombaardite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9625",,
"Blue Quartz","Approved",,"Quartz Var Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9626",,
"Lebererz (of Werner)","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9627",,
"Lebererz","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9628",,
"Magnesiokatophorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9629",,
"Hydrorhodonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9631",,
"Pimelite","Approved","Smectite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9632",,
"Smectite Group","Approved",,"Smectite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9633",,
"Trippkeite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9635",,
"Muscovite-2M1","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9636",,
"Pholerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9638",,
"Chrysolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9639",,
"Schraufite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9640",,
"Hiortdahlite Il","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9642",,
"Cave Pearls","Approved",,"Calcite Var Cave Pearl, Calcite Var Cave Pearls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9643",,
"Dar Aluminium Gani 400 Lunar Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9644",,
"Asbestos","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9645",,
"Guitermanite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9646",,
"Crinoid","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9647",,
"Succinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9649",,
"Painted Lady Opal","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9650",,
"Erbsenstein","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9652",,
"Pisolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9653",,
"Migmatite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9654",,
"Gneiss","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9655",,
"Metamorphic Rock","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9656",,
"Silica","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9657",,
"Cadmian Smithsonite","Approved",,"Cadmium Smithsonite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9658",,
"Ferrocalcite","Approved",,"Ferro Calcite, Ferro-calcite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9659",,
"Nicholsonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9569",,
"Camsellite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9570",,
"Allemontite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9571",,
"Emmonite","Approved",,"(Emmonite), Calcian Strontianite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9572",,
"Cobaltoan Brandtite","Approved",,"Cobaltobrandite, Cobaltobrandtite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9573",,
"Tsepinite","Approved","Labuntsovite Supergroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9574",,
"Törnebohmite","Approved",,"Toernebohmite, Tornebohmite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9575",,
"Potato Stone","Approved",,"Agate Var Potato Stone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9576",,
"Tengerite","Approved","Tengerite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9577",,
"Tengerite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9578",,
"Quartz-beta","Approved",,"Quartz Var Beta, Quartz Βeta, Quartz Var High Temperature, Beta Quartz, Quartz Beta, Quartz- Beta, Beta-quartz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9579",,
"Betafite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9580",,
"Biotite","Approved","Mica Group","Odenite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9581",,
"Paulingite","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9582",,
"Pseudoleucite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9583",,
"Pearceite-T2ac","Approved",,"Pearceite T2ac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9584",,
"Kalipyrochlore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9588",,
"Schirmerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9589",,
"Steinmannite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9591",,
"Ellestadite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9593",,
"Condurrite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9594",,
"Crossite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9595",,
"Greenkop","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9596",,
"Faujasite","Approved","Faujasite Subgroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9597",,
"Faujasite Subgroup","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9598",,
"Valchovite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9599",,
"Whiteite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9600",,
"Meurigite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9601",,
"Star Mica","Approved",,"Muscovite Var Star Mica, Star Muscovite, Muscovite Var Star",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9602",,
"Antimony Ochre","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9603",,
"Viluite","Approved",,"Vesuvianite Var Viluite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9604",,
"Wood Iron","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9605",,
"Laubmannite","Approved",,,,,,,,"Previously published; Fe^2+^_3_Fe^3+^_6_(PO_4_)_4_(OH)_12_",,,,,,,"Brown, Greenish brown, Grayish green, Yellow green, Dark green","Brownish",,,,,"3.5-4",,,,,"Shady, Polk County, Arkansas, USA",,,,,,"https://e-rocks.com/node/9606",,
"Erionite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9607",,
"Natural Pitch","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9608",,
"Ericssonite-2O","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9609",,
"Needle-tin ore","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9610",,
"Needle Tin","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9611",,
"Mckelveyite","Approved",,"Mckelvyite, Mackelveyite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9522",,
"Thalenite","Approved",,,,,,,,,"Monoclinic",,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9524",,
"Samtblende","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9525",,
"Jacinto De Compostela","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9526",,
"Cobaltoan Aragonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9527",,
"Maramares Diamond","Approved",,"Maramares Diamonds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9528",,
"Hornblende","Approved",,"Orneblenda, Horneblenda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9529",,
"Coeruleolactite","Approved","Turquoise Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9530",,
"Turquoise Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9531",,
"Asphaltum","Approved",,"Asphaltite, Corutzilite, Courtzilite, Tabbyite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9532",,
"Black Quartz","Approved",,"Quartz Var Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9535",,
"Rockenberger Rose","Approved",,"Rockenberger Rösch, Rockenberger Röschen, Baryte Var Rockenberger Röschen, Baryte Var Rockenberger Rose, , Baryte Var Rockenberger Rösch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9536",,
"Tennantite-Tetrahedrite Series","Approved",,"Tennantite-Tetrahedrite, (tennantite-tetrahedrite)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9537",,
"Fahlerz","Approved",,"Fahlore, Falertz, Falerz, Falertz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9538",,
"Mohawkite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9539",,
"Hypersthene","Approved",,"Ferroan Enstatite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9540",,
"Steenstrupine Group","Approved",,"Steenstrupine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9541",,
"Tobermorite Group","Approved","Xonotlite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9543",,
"Xonotlite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9544",,
"Chert","Approved",,"Hornstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9545",,
"Tektite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9546",,
"Pumpellyite","Approved","Pumpellyite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9547",,
"Gummite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9548",,
"Zinnwaldite","Approved","Mica Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9549",,
"Hagemannite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9550",,
"Joaquinite","Approved","Joaquinite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9553",,
"Joaquinite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9554",,
"Gypsum Var Desert Rose","Approved",,"Gypsum Rose, Sand Rose, Gypsum Var Sand Rose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9555",,
"Desert Rose","Approved",,"Sand Rose, Sandrose",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9556",,
"Clinoptilolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9558",,
"Hyalophane","Approved","Feldspar Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9559",,
"Synchysite","Approved","Synchysite Group","Synchesite, Synchisite, Sinchysite, Synchisite -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9561",,
"Synchysite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9562",,
"Schrötterite","Approved",,"Schroetterite, Schrotterite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9563",,
"Daisy Bed Gypsum","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9564",,
"Thomsonite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9565",,
"Partzite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9566",,
"Embolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9567",,
"Argentite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9568",,
"Kaolinite-Serpentine Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9475",,
"Mirabeau Diamond","Approved",,"Quartz Var Mirabeau Diamond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9476",,
"Gigantolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9477",,
"Plumbomicrolite","Approved","Pyrochlore Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9478",,
"Plumbian Microcline","Approved",,"Microcline Var Plumbian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9479",,
"Psilomelane","Approved",,"Psilomelan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9480",,
"Glaskopf","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9481",,
"Mariposa Calcite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9482",,
"Ramshorn Gypsum","Approved",,"Selenite Var Rams Horn, Selenite Var Ramshorn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9483",,
"Labuntsovite","Approved","Labuntsovite Supergroup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9484",,
"Labuntsovite Supergroup","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9485",,
"Chevkinite Group","Approved",,"Chevkinite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9486",,
"Artichoke Quartz","Approved",,"Quartz Var Artichoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9487",,
"Plumbian Calcite","Approved",,"Calcite Var Plumbian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9488",,
"Erzbergite","Approved",,"Aragonite Var Erzbergite, Calcite Var Erzbergite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9489",,
"Barkevikite","Approved",,"(Barkevikite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9490",,
"Milk Quartz","Approved",,"Quartz Var Milky, Quartz Var Milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9491",,
"Binnite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9492",,
"Uranmicrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9493",,
"Ardennite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9495",,
"Petrified Wood","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9497",,
"Davidite","Approved","Crichtonite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9499",,
"Crichtonite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9500",,
"Lanthanite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9501",,
"Fergusonite","Approved",,"Tyrite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9502",,
"Gadolinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9503",,
"Cerite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9504",,
"Dulcote Agate","Approved",,"Chalcedony Var Dulcote Agate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9505",,
"Dauphine Quartz","Approved",,"Quartz Var Dauphine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9506",,
"Tavistockite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9507",,
"Chubutite","Approved",,,,,,,,"Pb_7_O_6_Cl_2_",,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9508",,
"Flint","Approved",,"Flint -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9509",,
"Agatised Flint","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9510",,
"Sazhinite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9511",,
"Dissakisite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9513",,
"Gibeon Meteorite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9515",,
"Keramohalite","Approved",,"Ceramohalite, Keramolhalite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9516",,
"Tiger's Eye","Approved",,"Tigers Eye",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9517",,
"Shell","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9518",,
"Cuprian Calcite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9519",,
"Clinotyrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9520",,
"Wellsite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9521",,
,"Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9427",,
"Wegeler Agate","Approved",,"Agate Var Wegeler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9428",,
"Joséite","Approved",,"Joseite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9430",,
"Marble","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9432",,
"Zincian Paratacamite","Approved",,"Zincoparatacamite, Zincoparatacamite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9433",,
"Polychrom Tourmaline","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9434",,
"Opalized Clam","Approved",,"Opal Psm Shell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9435",,
"Francolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9437",,
"Serpentine Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9438",,
"Serpentine","Approved","Serpentine Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9439",,
"Ferrierite","Approved","Zeolite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9440",,
"Cobaltobrandtite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9441",,
"Monazite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9442",,
"Monazite","Approved","Monazite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9443",,
"Stannomicrolite","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9444",,
"Desmine","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9445",,
"Schalenblende","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9446",,
"Julgoldite","Approved","Pumpellyite Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9447",,
"Pumpellyite Group","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9448",,
"Cuprian Aragonite","Approved",,"Aragonite Var Cuprian, Aragonite Var Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9449",,
"Tectonic Quartz","Approved",,"Quartz Var Tectonic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9450",,
"Xenotime","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9451",,
"Hydrotalcite Supergroup","Approved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://e-rocks.com/node/9453",,
