mineral_name,formula,ions,note,ns_class,ns_subclass,ns_family,ns_mineral
Avdeevite,"(Na, Cs)(Be_2_Li)Al_2_(Si_6_O_18_)","{""A"":[""Na^1+^ x 1-(A1-A2)"",""Cs^1+^ x 1-(A1-A2)"",""Be^2+^"",""Li^1+^""],""B"":[""Al^3+^ x 2"",""Be^2+^""],""X1"":[""Si^4+^ x 6""],""Y1"":[""O^2-^ x 18""]}",,9,C,J,05
Avdoninite,K_2_Cu^2+^_5_Cl_8_(OH)_4_·2H_2_O,,,3,D,A,55
Averievite,Cu^2+^_5_O_2_(V^5+^O_4_)_2_·Cu^2+^Cl_2_,,,8,B,B,42
Avicennite,Tl^3+^_2_O_3_,"{""A"":[""Tl^3+^""],""Y1"":[""O^2-^ x 3""]}",,4,C,B,10
Avogadrite,"(K,Cs)BF_4_",,,3,C,A,10
Awaruite,Ni_3_Fe,,,1,A,E,20
Axelite,Na_14_Cu^2+^_7_(As^5+^O_4_)_8_F_2_Cl_2_,,,8,B,A,20
Axinite-(Fe),Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,"{""A"":[""Ca^2+^ x 4""],""B"":[""Fe^2+^ x 2""],""C"":[""Al^3+^ x 4""],""X1"":[""B^3+^ x 2""],""X2"":[""Si^4+^ x 8""],""Y1"":[""O^2-^ x 30""],""Z"":[""OH^1-^ x 2""]}",,9,B,D,20
Axinite-(Mg),Ca_4_Mg_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,"{""A"":[""Ca^2+^ x 4""],""B"":[""Mg^2+^ x 2""],""C"":[""Al^3+^ x 4""],""X1"":[""B^3+^ x 2""],""X2"":[""Si^4+^ x 8""],""Y1"":[""O^2-^ x 30""],""Z"":[""OH^1-^ x 2""]}",,9,B,D,20
Axinite-(Mn),Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,"{""A"":[""Ca^2+^ x 4""],""B"":[""Mn^2+^ x 2""],""C"":[""Al^3+^ x 4""],""X1"":[""B^3+^ x 2""],""X2"":[""Si^4+^ x 8""],""Y1"":[""O^2-^ x 30""],""Z"":[""OH^1-^ x 2""]}",,9,B,D,20
Azoproite,"(Mg,Fe^2+^)_2_((Ti^4+^,Mg),Fe^3+^)O_2_BO_3_","{""A"":[""Mg^2+^ x 2-A"",""Fe^2+^ x 2-A""],""B"":[""Fe^3+^ x 1-B"",""Mg^2+^ x 1-B"",""Ti^4+^ x 1-B""],""X1"":[""B^3+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""O^2-^ x 2""]}",,6,A,B,30
Azurite,Cu^2+^_3_(CO_3_)_2_(OH)_2_,,,5,B,A,05
Babánekite,Cu^1+^_3_(As^5+^O_4_)_2_·8H_2_O,"{""A"":[""Cu^2+^ x 3""],""X1"":[""As^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 8""]}",,8,C,E,40
Babefphite,"BaBePO_4_(F,OH)",,,8,B,A,15
Babingtonite,"Ca_2_(Fe^2+^,Mn^2+^)Fe^3+^Si_5_O_14_(OH)","{""A"":[""Ca^2+^ x 2""],""B"":[""Fe,^2+^ x 1-B"",""Mn^2+^ x 1-B""],""C"":[""Fe^3+^""],""X1"":[""Si^4+^ x 5""],""Y1"":[""O^2-^ x 14"",""OH^1-^""]}",,9,D,K,05
Babkinite,"Pb_2_Bi_2_(S,Se)_3_","{""A"":[""Pb x 2""],""B"":[""Bi x 2""],""Y1"":[""S^2-^ x 3-Y"",""Se^2-^ x 3-Y""]}",,2,G,C,40e
Backite,Pb^2+^_2_AlTe^6+^O_6_Cl,,,7,B,C,47
Badakhshanite-(Y),Y_2_Mn^2+^_4_Al(Si_2_B_7_BeO_24_),"{""A"":[""Y^3+^ x 2""],""B"":[""Mn^2+^ x 4""],""C"":[""Al^3+^""],""X1"":[""Si^4+^ x 2"",""B^3+^ x 7"",""Be^2+^""],""Y1"":[""O^2-^ x 24""]}",,9,E,A,45
Badalovite,NaNaMg(MgFe^3+^)(As^5+^O_4_)_3_,"{""A"":[""Na^1+^""],""B"":[""Na^1+^""],""C"":[""Mg^2+^""],""D"":[""Mg^2+^""],""E"":[""Fe^3+^""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""]}",,8,A,C,05
Baddeleyite,ZrO_2_,"{""A"":[""Zr^4+^""],""Y1"":[""O^2-^ x 2""]}",,4,D,E,35
Badengzhuite,TiP,,,1,B,D,60
Bafertisite,Ba_2_Fe^2+^_4_Ti^4+^_2_(Si_2_O_7_)_2_O_2_(OH)_2_F_2_,"{""A"":[""Ba^2+^ x 2"",""Fe^2+^ x 4"",""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""O^2-^ x 2"",""OH^1-^ x 2"",""F^1-^ x 2""]}",,9,B,E,52
Baghdadite,"Ca_3_(Zr,Ti^4+^)(Si_2_O_7_)O_2_","{""A"":[""Ca^2+^ x 3"",""Zr^4+^ x 1-(A2-A3)"",""Ti^4+^ x 1-(A2-A3)""],""X1"":[""Si^4+^ x 2""],""Y1"":[""O^2-^ x 7""],""Z"":[""O^2-^ x 2""]}",,9,B,E,17
Bahianite,Al_5_Sb^5+^_3_O_14_(OH)_2_,,,4,D,C,05
Baileychlore,"(Zn,Fe^2+^,Al,Mg)_6_(Si,Al)_4_O_10_(OH)_8_","{""A"":[""Zn^2+^ x 6-A"",""Fe^2+^ x 6-A"",""Al^3+^ x 6-A"",""Mg^2+^ x 6-A""],""X1"":[""Al^3+^ x 4-X1"",""Si^3+^ x 4-X1""],""Y1"":[""O^2-^ x 10""],""Z"":[""OH^1-^ x 8""]}",,9,E,C,30
Bairdite,Pb^2+^_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(S^6+^O_4_)·H_2_O,,,7,D,C,35
Bakhchisaraitsevite,Na_2_Mg_5_(PO_4_)_4_·7H_2_O,,,8,C,H,50
Baksanite,Bi_6_Te_2_S_3_,"{""A"":[""Bi x 6""],""Y1"":[""Te x 2"",""S x 3""]}",,2,D,C,05
Balangeroite,"(Mg,Fe^2+^,Fe^3+^,Mn^2+^)_42_Si_16_O_54_(OH)_40_",,,9,D,H,35
Balestraite,KLi_2_V^5+^Si_4_O_12_,"{""A"":[""K^1+^""],""B"":[""Li^1+^"",""V^5+^ x 2""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 10""],""Z"":[""O^2-^ x 2""]}",,9,E,C,15
Balićžunićite,Bi_2_O(SO_4_)_2_,,,7,B,D,75
Balipholite,LiBaMg_2_Al_3_(Si_2_O_6_)_2_(OH)_8_,"{""A"":[""Li^1+^ x 0.5"",""Mg^2+^""],""B"":[""Al^3+^ x 1.5"",""Ba^2+^ x 0.5""],""X1"":[""Si^4+^ x 2""],""Y1"":[""O^2-^ x 6""],""Z"":[""OH^1-^ x 4""]}",,9,D,B,05
Balkanite,Ag_5_Cu_9_HgS_8_,,,2,B,D,15
Balliranoite,"(Na,K)_6_Ca_2_(Si_6_Al_6_O_24_)Cl_2_(CO_3_)","{""A"":[""Na^1+^ x 6-(A1-A2)"",""K^1+^ x 6-(A1-A2)"",""Ca^2+^ x 2""],""X1"":[""Al^3+^ x 6"",""Si^4+^ x 6""],""Y1"":[""O^2-^ x 24""],""Z"":[""(CO_3_)^2-^"",""Cl^1-^ x 2""]}",,9,F,B,05
Balyakinite,Cu^2+^Te^4+^O_3_,,,4,J,K,15
Bambollaite,"Cu(Se,Te)_2_",,,2,E,B,05b
Bamfordite,Fe^3+^Mo^6+^_2_O_6_(OH)_3_·H_2_O,,,4,F,K,05
Banalsite,Na_2_BaAl_4_Si_4_O_16_,"{""A"":[""Na^1+^"",""Ba^2+^ x 0.5""],""X1"":[""Al^3+^ x 2"",""Si^4+^ x 2""],""Y1"":[""O^2-^ x 8""]}",,9,F,A,60
Bandylite,Cu^2+^B(OH)_4_Cl,,,6,A,C,35
Bannermanite,"(Na,K)_x_V^4+^_x_V^5+^_6-x_O_15_ (0.5< x<0.9)",,,4,H,F,05
Bannisterite,"(Ca,K,Na)(Mn^2+^,Fe^2+^)_10_(Si,Al)_16_O_38_(OH)_8_·nH_2_O",,,9,E,G,75
Baotite,"Ba_4_(Ti^4+^,Nb^5+^,W^6+^)_8_O_16_(SiO_3_)_4_Cl",,,9,C,E,15
Barahonaite-(Al),"(Ca,Cu^2+^,Na,Fe^3+^,Al)_12_Al_2_(As^5+^O_4_)_8_(OH,Cl)_x_·nH_2_O","{""A"":[""Ca^2+^ x 12-A"",""Cu^2+^ x 12-A"",""Na^1+^ x 12-A"",""Fe^3+^ x 12-A"",""Al^3+^ x 12-A""],""B"":[""Al^3+^ x 2""],""X1"":[""As^5+^ x 1(8)""],""Y1"":[""O^2-^ x 4(8)""],""W"":[""H_2_O x n""],""Z"":[""OH^1-^ x Z-x"",""Cl^1-^ x Z-x""]}",,8,C,H,60
Barahonaite-(Fe),"(Ca,Cu^2+^,Na,Fe^3+^,Al)_12_Fe^3+^_2_(As^5+^O_4_)_8_(OH,Cl)_x_·nH_2_O","{""A"":[""Ca^2+^ x 12-A"",""Cu^2+^ x 12-A"",""Na^1+^ x 12-A"",""Fe^3+^ x 12-A"",""Al^3+^ x 12-A""],""B"":[""Fe^3+^ x 2""],""X1"":[""As^5+^ x 1(8)""],""Y1"":[""O^2-^ x 4(8)""],""W"":[""H_2_O x n""],""Z"":[""OH^1-^ x Z-x"",""Cl^1-^ x Z-x""]}",,8,C,H,60
Bararite,(NH_4_)_2_SiF_6_,,,3,C,H,10
Baratovite,"KLi_3_Ca_7_(Ti^4+^,Zr)_2_(SiO_3_)_12_F_2_","{""A"":[""K^1+^""],""B"":[""Li^1+^ x 3""],""C"":[""Ca^2+^ x 7""],""D"":[""Ti^4+^ x 2-D"",""Zr^4+^ x 2-D""],""X1"":[""Si^4+^ x 1(12)""],""Y1"":[""O^2-^ x 3(12)""],""Z"":[""F^1-^ x 2""]}",,9,C,J,25
Barberiite,NH_4_BF_4_,,,3,C,A,10
Barbosalite,Fe^2+^Fe^3+^_2_(PO_4_)_2_(OH)_2_,"{""A"":[""Fe^2+^""],""B"":[""Fe^3+^ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""OH^1-^ x 2""]}",,8,B,B,20
Barentsite,Na_7_Al(CO_3_)_2_(HCO_3_)_2_F_4_,,,5,B,B,05
Bariandite,"Al_0.6_(V^5+^,V^4+^)_8_O_20_·9H_2_O","{""A"":[""Al^3+^ x 0.6""],""X1"":[""V^4+^ x 8-X"",""V^5+^ x 8-X""],""Y1"":[""O^2-^ x 20""],""W"":[""H_2_O x 9""]}",,4,H,E,20
Barićite,"(Mg,Fe^2+^)_3_(PO_4_)_2_·8H_2_O","{""A"":[""Fe^2+^ x 3-A"",""Mg^2+^ x 3-A""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 8""]}",,8,C,E,40
Barikaite,Ag_3_Pb_10_(Sb_8_As_11_)S_40_,"{""A"":[""Ag x 3""],""B"":[""Pb x 10""],""C"":[""As x 11"",""Sb x 8""],""Y1"":[""S x 40""]}",,2,H,B,30
Bario-olgite,"Na(Na,Sr,Ce^3+^)_2_Ba(PO_4_)_2_","{""A"":[""Na^1+^ x 2"",""Ba^2+^"",""Na^1+^ x 2-A(3-5)"",""Sr^2+^ x 2-A(3-5)"",""Ce^3+^ x 2-A(3-5)""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,8,A,C,22
Bario-orthojoaquinite,"(Ba,Sr)_4_Fe^2+^_2_Ti^4+^_2_O_2_(SiO_3_)_8_·H_2_O","{""A"":[""Fe^2+^ x 2""],""B"":[""Ba^2+^ x 2-B"",""Sr^2+^ x 2-B""],""C"":[""Ba^2+^ x 2-C"",""Sr^2+^ x 2-C""],""D"":[""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 1(8)""],""Y1"":[""O^2-^ x 3(8)""],""V"":[""H_2_O""],""Z"":[""O^2-^ x 2""]}",,9,C,E,25
Barioferrite,BaFe^3+^_12_O_19_,"{""A"":[""Ba^2+^""],""B"":[""Fe^3+^ x 12""],""Y1"":[""O^2-^ x 19""]}",,4,C,C,22
Barioperovskite,BaTi^4+^O_3_,"{""A"":[""Ba^2+^""],""B"":[""Ti^4+^""],""Y1"":[""O^2-^ x 3""]}",,4,C,C,15
Bariopharmacoalumite,Ba_0.5_Al_4_(As^5+^O_4_)_3_(OH)_4_·4H_2_O,"{""A"":[""Ba^2+^ x 0.5""],""B"":[""Al^3+^ x 4""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""W"":[""H_2_O x 4""],""Z"":[""OH^1-^ x 4""]}",,8,D,K,12
Bariopharmacosiderite,Ba_0.5_Fe^3+^_4_(As^5+^O_4_)_3_(OH)_4_·5H_2_O,"{""A"":[""Ba^2+^ x 0.5""],""B"":[""Fe^3+^ x 4""],""X1"":[""As^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""W"":[""H_2_O x 5""],""Z"":[""OH^1-^ x 4""]}",,8,D,K,10
Bariosincosite,Ba(V^4+^O)_2_(PO_4_)_2_·4H_2_O,,,8,C,J,35
Barlowite,Cu^2+^_4_BrF(OH)_6_,"{""A"":[""Cu^2+^ x 4""],""Y1"":[""F^1-^""],""W"":[""OH^1-^ x 6""],""Z"":[""Br^1-^""]}",,3,D,A,15
Barnesite,"(Na,Ca)_2_V^5+^_6_O_16_·3H_2_O","{""A"":[""Na^1+^ x 2-A"",""Ca^2+^ x 2-A""],""X1"":[""V^5+^ x 6""],""Y1"":[""O^2-^ x 16""],""W"":[""H_2_O x 3""]}",,4,H,G,45
Barquillite,Cu^1+^_2_CdGeS^2-^_4_,,,2,K,A,10
Barrerite,"(Na,K,Ca_0.5_)_2_(Al_2_Si_7_)O_18_·6H_2_O","{""A"":[""Na^1+^ x 8-A"",""Ca^2+^ x 8-A"",""K^1+^ x 8-A""],""X1"":[""Al^3+^ x 8"",""Si^4+^ x 28""],""Y1"":[""O^2-^ x 72""],""W"":[""H_2_O x 24""]}",,9,G,E,15
Barringerite,"(Fe,Ni)_2_P","{""A"":[""Fe x 2-A"",""Ni x 2-A""],""Y1"":[""P""]}",,1,B,D,10
Barroisite,[box]{CaNa}{Mg_3_Al_2_}(AlSi_7_O_22_)(OH)_2_,,,9,D,E,20
Barrotite,Cu^2+^_9_Al(HSiO_4_)_2_(S^6+^O_4_)(HAs^5+^O_4_)_0.5_(OH)_12_·8H_2_O,"{""A"":[""Cu^2+^ x 9""],""B"":[""Al^3+^""],""X1"":[""Si^4+^ x 1(2)""],""X2"":[""S^6+^ x 1(1)"",""As^5+^ x 1(0.5)""],""Y1"":[""O^2-^ x 3(2)"",""OH^1-^ x 1(2)""],""Y2"":[""O^2-^ x 3.5(1.5)"",""OH^1-^ x 0.5(1.5)""],""W"":[""H_2_O x 8""],""Z"":[""OH^1-^ x 12""]}",,7,D,E,45
Barrydawsonite-(Y),Na_1.5_Y^3+^_0.5_CaSi_3_O_9_H,"{""A"":[""Na^1+^ x 1.5"",""Y^3+^ x 0.5""],""X1"":[""Si^4+^ x 3""],""Y1"":[""O^2-^ x 8"",""OH^1-^""]}",,9,D,G,05
Barstowite,Pb^2+^_4_CO_3_Cl_6_·H_2_O,,,3,D,C,50
Bartelkeite,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O,,,9,J,,10
Bartonite,K_6_Fe_20_S_26_S,"{""A"":[""K^1+^ x 6""],""B"":[""Fe^2+^ x 20""],""Y1"":[""S^2-^ x 26""],""Z"":[""S^2-^""]}",,2,F,C,10
Barwoodite,Mn^2+^_6_Nb^5+^(SiO_4_)_2_O_3_(OH)_3_,"{""A"":[""Mn^2+^ x 6""],""B"":[""Nb^5+^""],""X1"":[""Si^4+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""O^2-^ x 3"",""OH^1-^ x 3""]}",,9,A,F,75
Barylite,BaBe_2_Si_2_O_7_,,,9,B,B,15
Barysilite,Pb^2+^_8_Mn^2+^(Si_2_O_7_)_3_,,,9,B,C,20
Baryte,BaSO_4_,"{""A"":[""Ba^2+^""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""]}",,7,A,D,35
Barytocalcite,BaCa(CO_3_)_2_,"{""A"":[""Ba^2+^""],""B"":[""Ba^2+^""],""X1"":[""C^4+^ x 1(2)""],""Y1"":[""O^2-^ x 3(2)""]}",,5,A,B,45
Barytolamprophyllite,"(Ba,Na)_2_(Na,Ti^4+^,Fe^3+^)_4_Ti^4+^_2_(Si_2_O_7_)_2_O(OH,F)","{""A"":[""Ba^2+^ x 2-(A1-A2)"",""Na^1+^ x 2-(A1-A2)"",""Na^1+^ x 4-(A3-A5)"",""Ti^4+^ x 4-(A3-A5)"",""Fe^3+^ x 4-(A3-A5)""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""O^2-^"",""OH^1-^ x 1-(Z2-Z3)"",""F^1-^ x 1-(Z2-Z3)""]}",,9,B,E,25
Bassanite,CaSO_4_·0.5H_2_O,"{""A"":[""Ca^2+^""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O""]}",,7,C,D,45
Bassetite,Fe^2+^(U^6+^O_2_)_2_(PO_4_)_2_(H_2_O)_10_,"{""A"":[""Fe^2+^""],""B"":[""U^6+^O_2_ x 2""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""W"":[""H_2_O x 10""]}",,8,E,B,10
Bassoite,SrV^4+^_3_O_7_·4H_2_O,,,4,H,G,75
Bastnäsite-(Ce),Ce^3+^CO_3_F,"{""A"":[""Ce^3+^""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""F^1-^""]}",,5,B,D,20a
Bastnäsite-(La),LaCO_3_F,"{""A"":[""La^3+^""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""F^1-^""]}",,5,B,D,20a
Bastnäsite-(Nd),NdCO_3_F,"{""A"":[""Nd^3+^""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""F^1-^""]}",,5,B,D,20a
Bastnäsite-(Y),YCO_3_F,"{""A"":[""Y^3+^""],""X1"":[""C^4+^""],""Y1"":[""O^2-^ x 3""],""Z"":[""F^1-^""]}",,5,B,D,20a
Batagayite,"CaZn^2+^_2_(Zn^2+^,Cu^2+^)_6_(PO_4_)_4_[PO_3_(OH)]_3_·12H_2_O",,,8,C,H,65
Batievaite-(Y),Ca_2_Y^3+^_2_[(H_2_O)_2_[box]]Ti^4+^(Si_2_O_7_)_2_(OH)_2_(H_2_O)_2_,"{""A"":[""Ca^2+^ x 2"",""Y^3+^ x 2"",""H_2_O x 2"",""[box]"",""Ti^4+^""],""X1"":[""Si^4+^ x 2(2)""],""Y1"":[""O^2-^ x 7(2)""],""Z"":[""OH^1-^ x 2"",""H_2_O x 2""]}",,9,B,E,22
Batiferrite,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_,"{""A"":[""Ba^2+^""],""B"":[""Ti^4+^ x 2"",""Fe^3+^ x 8"",""Fe^2+^ x 2""],""Y1"":[""O^2-^ x 19""]}",,4,C,C,22
Batisite,Na_2_BaTi^4+^_2_(Si_4_O_12_)O_2_,"{""A"":[""Na^1+^""],""B"":[""Na^1+^""],""C"":[""Ba^2+^""],""D"":[""Ti^4+^ x 2""],""X1"":[""Si^4+^ x 4""],""Y1"":[""O^2-^ x 12""],""Z"":[""O^2-^ x 2""]}",,9,D,H,20
Batisivite,BaTi^4+^_6_V^3+^_8_Si_2_O_29_,,,9,B,E,87
Baumhauerite,Pb_12_As_16_S_36_,"{""B"":[""Pb x 12""],""C"":[""As x 16""],""Y1"":[""S x 36""]}",,2,H,C,05b
Baumhauerite II,Pb_3_As_4_S_9_,"{""B"":[""Pb x 3""],""C"":[""As x 4""],""Y1"":[""S x 9""]}",,2,H,C,05b
Baumoite,BaU^6+^_3_Mo^6+^_2_O_16_(H_2_O)_6_,,,4,G,B,70
Baumstarkite,Ag_3_Sb_3_S_6_,"{""A"":[""Ag^1+^ x 3""],""B"":[""Sb^3+^ x 3""],""Y1"":[""S^2-^ x 6""]}",,2,H,A,25
Bauranoite,BaU^6+^_2_O_7_·4-5H_2_O,"{""A"":[""Ba^2+^""],""B"":[""U^6+^ x 2""],""Y1"":[""O^2-^ x 7""],""W"":[""H_2_O x 4-5""]}",,4,G,B,20
Bavenite,Ca_4_Be_2_Al_2_Si_9_O_26_(OH)_2_,"{""A"":[""Ca^2+^ x 4""],""B"":[""Be^2+^ x 2""],""X1"":[""Si^4+^ x 9""],""Y1"":[""O^2-^ x 26""],""Z"":[""OH^1-^ x 2""]}",,9,D,F,25
Bavsiite,Ba_2_V^4+^_2_O_2_[Si_4_O_12_],,,9,D,H,80
Bayerite,Al(OH)_3_,,,4,F,E,10
Bayldonite,Cu^2+^_3_Pb^2+^O(As^5+^O_3_OH)_2_(OH)_2_,,,8,B,H,45
Bayleyite,Mg_2_(U^6+^O_2_)(CO_3_)_3_·18H_2_O,,,5,E,D,05
Baylissite,K_2_Mg(CO_3_)_2_·4H_2_O,,,5,C,B,45
Bazhenovite,Ca_8_S_5_(S_2_O_3_)(OH)_12_·20H_2_O,,,2,F,D,50
Bazirite,BaZrSi_3_O_9_,"{""A"":[""Ba^2+^""],""B"":[""Zr^4+^""],""X1"":[""Si^4+^ x 3""],""Y1"":[""O^2-^ x 9""]}",,9,C,A,05
Bazzite,Be_3_Sc_2_(Si_6_O_18_),"{""A"":[""Sc^3+^ x 3""],""B"":[""Be^2+^ x 3""],""X1"":[""Si^4+^ x 6""],""Y1"":[""O^2-^ x 18""]}",,9,C,J,05
Bearsite,Be_2_As^5+^O_4_(OH)·4H_2_O,,,8,D,A,05
Bearthite,Ca_2_Al(PO_4_)_2_OH,"{""A"":[""Ca^2+^ x 2""],""B"":[""Al^3+^""],""X1"":[""P^5+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""],""Z"":[""OH^1-^""]}",,8,B,G,05
Beaverite-(Cu),Pb^2+^Cu^2+^Fe^3+^_2_(SO_4_)_2_(OH)_6_,"{""A"":[""Pb^2+^""],""B"":[""Cu^2+^"",""Fe^3+^ x 2""],""X1"":[""S^6+^""],""X2"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 4""],""Z"":[""OH^1-^ x 6""]}",,7,B,C,07
Beaverite-(Zn),Pb^2+^ZnFe^3+^_2_(S^6+^O_4_)_2_(OH)_6_,"{""A"":[""Pb^2+^""],""B"":[""Zn^2+^"",""Fe^3+^ x 2""],""X1"":[""S^6+^""],""X2"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 4""],""Z"":[""OH^1-^ x 6""]}",,7,B,C,07
Bechererite,Zn_7_Cu^2+^(OH)_13_[SiO(OH)_3_S^6+^O_4_],,,7,D,D,27
Beckettite,Ca_2_V^3+^_6_Al_6_O_20_,"{""A"":[""Ca^2+^ x 4""],""B"":[""V^3+^ x 12""],""X1"":[""Al^3+^ x 12""],""Y1"":[""O^2-^ x 36""],""Z"":[""O^2-^ x 4""]}",,4,B,C,15
Becquerelite,Ca(U^6+^O_2_)_6_O_4_(OH)_6_·8H_2_O,,,4,G,B,10
Bederite,Ca_2_Mn^2+^_4_Fe^3+^_2_(PO_4_)_6_·2H_2_O,"{""B"":[""Ca^2+^ x 2""],""C"":[""Mn^2+^ x 2""],""D"":[""Mn^2+^ x 2""],""E"":[""Fe^3+^ x 2""],""X1"":[""P^5+^ x 1(6)""],""Y1"":[""O^2-^ x 4(6)""],""W"":[""H_2_O x 2""]}",,8,C,F,05
Béhierite,"(Ta,Nb^5+^)BO_4_",,,6,A,C,15
Behoite,Be(OH)_2_,"{""A"":[""Be^2+^""],""Y1"":[""OH^1-^ x 2""]}",,4,F,A,05a
Běhounekite,U^4+^(SO_4_)_2_·4H_2_O,,,7,E,A,10
Beidellite,"(Na,Ca)_0.3_Al_2_(Si,Al)_4_O_10_(OH)_2_·nH_2_O","{""A"":[""Na^1+^ x 0.3-A"",""Ca^2+^ x 0.3-A""],""B"":[""Al^3+^ x 2""],""X1"":[""Si^4+^ x 4-X1"",""Al^3+^ x 4-X1""],""Y1"":[""O^2-^ x 10""],""W"":[""H_2_O x n""],""Z"":[""OH^1-^ x 2""]}",,9,E,C,22
Belakovskiite,Na_7_(U^6+^O_2_)(S^6+^O_4_)_4_(S^6+^O_3_OH)·3H_2_O,,,7,E,C,30
Belendorffite,Cu_7_Hg_6_,,,1,A,D,10
Belkovite,Ba_3_(Nb^5+^Ti^4+^)_6_(Si_2_O_7_)_2_O_12_,,,9,B,E,67
Bellbergite,"(K,Ba,Sr)_2_Sr_2_Ca_2_(Ca,Na)_4_(Si,Al)_36_O_72_·30H_2_O","{""A"":[""K^1+^ x 1-(A1-A3)"",""Ba^2+^ x 1-(A1-A3)"",""Sr^2+^ x 1-(A1-A3)"",""Sr^2+^ x 2"",""Ca^2+^ x 2"",""Ca^2+^ x 2-(A6-A7)"",""Na^1+^ x 2-(A6-A7)""],""X1"":[""Al^3+^ x 36-X1"",""Si^4+^ x 36-X1""],""Y1"":[""O^2-^ x 72""],""W"":[""H_2_O x 30""]}",,9,G,D,20
Bellidoite,Cu_2_Se,,,2,B,A,10
Bellingerite,Cu^2+^_3_(I^5+^O_3_)_6_·2H_2_O,,,4,K,C,05
Belloite,Cu^2+^(OH)Cl,,,3,D,A,10b
Belogubite,Cu^2+^Zn(SO_4_)_2_·10H_2_O,"{""A"":[""Cu^2+^ x 0.5"",""Zn^2+^ x 0.5""],""X1"":[""S^6+^""],""Y1"":[""O^2-^ x 4""],""W"":[""H_2_O x 5""]}",,7,C,B,12
Belomarinaite,KNa(SO_4_),"{""A"":[""Na^1+^ x 2"",""K^1+^ x 2""],""X1"":[""S^6+^ x 1(2)""],""Y1"":[""O^2-^ x 4(2)""]}",,7,A,C,35
Belousovite,KZn^2+^(S^6+^O_4_)Cl,,,7,B,C,45
Belovite-(Ce),NaCe^3+^Sr_3_(PO_4_)_3_F,"{""A"":[""Na^1+^"",""Ce^3+^"",""Sr^2+^ x 3""],""X1"":[""P^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""Z"":[""F^1-^""]}",,8,B,N,05
Belovite-(La),NaLaSr_3_(PO_4_)_3_F,"{""A"":[""Na^1+^"",""La^3+^"",""Sr^2+^ x 3""],""X1"":[""P^5+^ x 1(3)""],""Y1"":[""O^2-^ x 4(3)""],""Z"":[""F^1-^""]}",,8,B,N,05
Belyankinite,"Ca_1-2_(Ti^4+^,Nb^5+^)_5_O_12_·9H_2_O","{""A"":[""Ca^2+^ x 1-2""],""B"":[""Ti^4+^ x 5-C"",""Nb^5+^ x 5-C""],""Y1"":[""O^2-^ x 12""],""W"":[""H_2_O x 9""]}",,4,F,M,25
Bementite,Mn^2+^_7_Si_6_O_15_(OH)_8_,,,9,E,E,05
Benauite,SrFe^3+^_3_(PO_4_)(PO_3_OH)(OH)_6_,"{""A"":[""Sr^2+^""],""B"":[""Fe^3+^ x 3""],""X1"":[""P^5+^""],""X2"":[""P^5+^""],""Y1"":[""O^2-^ x 4""],""Y2"":[""O^2-^ x 3"",""OH^1-^""],""Z"":[""OH^1-^ x 6""]}",,8,B,L,10
