Mineral_Name,anions_real,Formula
Eglestonite,Cl x 3;O;OH,Hg^1+^_6_OCl_3_(OH)
Kadyrelite,O;Br x 3;OH,([Hg^1+^]_2_)_3_OBr_3_(OH)
Poyarkovite,Cl;O,Hg^1+^_3_OCl
Hanawaltite,Cl x 2;O x 3,Hg^1+^_6_Hg^2+^O_3_Cl_2_
Terlinguaite,Cl;O,Hg^1+^_2_OCl
Pinchite,Cl x 2;O x 4,Hg^1+^_5_O_4_Cl_2_
Gianellaite,SO_4_;,[(Hg_2_N)^1+^]_2_(S^6+^O_4_)(H_2_O)_<i>x</i>_
Mosesite,"(Cl,SO_4_,Mo^6+^O_4_);","(Hg_2_N)^1+^(Cl,S^6+^O_4_,Mo^6+^O_4_)·H_2_O"
Kleinite,"(Cl,SO_4_);","(Hg_2_N)^1+^(Cl,SO_4_)·nH_2_O"
Tedhadleyite,"(Cl,Br)_2_;O x 4;I x 2","Hg^2+^Hg^1+^_10_O_4_I^1-^_2_(Cl,Br)_2_"
Vasilyevite,Br x 2;Cl;O x 6;(CO_3_);I x 4,Hg^1+^_20_O_6_I^1-^_3_Br_2_Cl(CO_3_)
Aurivilliusite,"(I,Br,Cl);O","Hg^1+^Hg^2+^O(I^1-^,Br,Cl)"
Terlinguacreekite,Cl x 2;O x 2,Hg^2+^_3_O_2_Cl_2_
Kelyanite,O x 6;Br;Cl x 2,Hg^1+^_12_Sb^3+^O_6_BrCl_2_
Comancheite,"(Cl,Br)_34_;N x 24;(NH_2_ + OH)=4","Hg^2+^_55_N^3-^_24_(NH_2_,OH)_4_(Cl,Br)_34_"
Gaildunningite,(Cl + I)=24,"Hg^2+^_3_[NHg^2+^_2_]_18_(Cl,I)_24_"
Håleniusite-(La),F;O,"(La,Ce^3+^)OF"
Ice,O,H_2_O
Ice-VII,O,H_2_O
Cuprite,O,Cu^1+^_2_O
Paramelaconite,O x 3,Cu^1+^_2_Cu^2+^_2_O_3_
Crednerite,O x 2,Cu^1+^Mn^3+^O_2_
Tenorite,O,Cu^2+^O
Delafossite,O x 2,Cu^1+^Fe^3+^O_2_
Mcconnellite,O x 2,Cu^1+^Cr^3+^O_2_
Bromellite,O,BeO
Zincite,O,ZnO
Bunsenite,O,Ni^2+^O
Lime,O,CaO
Manganosite,O,Mn^2+^O
Monteponite,O,CdO
Periclase,O,MgO
Wüstite,O,Fe^2+^O
Ferropericlase,O,"(Mg,Fe^2+^)O"
Magnesiowüstite,O,"(Fe^2+^,Mg)O"
Palladinite,O,"(Pd^2+^,Cu^2+^)O"
Hongquiite,O,Ti^2+^O
Carbon Monoxide Ice,O,C^2+^O
Swedenborgite,O x 7,NaBe_4_Sb^5+^O_7_
Brownmillerite,O x 5,Ca_2_Fe^3+^AlO_5_
Sharyginite,O x 8,Ca_3_Ti^4+^Fe^3+^_2_O_8_
Shulamitite,O x 8,Ca_3_Ti^4+^Fe^3+^AlO_8_
Srebrodolskite,O x 5,Ca_2_Fe^3+^_2_O_5_
Montroydite,O,Hg^2+^O
Litharge,O,Pb^2+^O
Romarchite,O,Sn^2+^O
Massicot,O,Pb^2+^O
Nataliakulikite,O x 11,"Ca_4_Ti^4+^_2_(Fe^3+^,Fe^2+^)(Si,Fe^3+^,Al)O_11_"
Chrysoberyl,O x 4,BeAl_2_O_4_
Mariinskite,O x 4,Cr^3+^_2_BeO_4_
Alexandrite,O x 4,"Be(Al,Cr^3+^)_2_O_4_"
Manganostibite,O x 12,"(Mn^2+^,Fe^2+^)_7_Sb^5+^As^5+^O_12_"
Chukochenite,O x 8,LiAl_5_O_8_
Chromite,O x 4,Fe^2+^Cr^3+^_2_O_4_
Cochromite,O x 4,Co^2+^Cr^3+^_2_O_4_
Coulsonite,O x 4,Fe^2+^V^3+^_2_O_4_
Cuprospinel,O x 4,Cu^2+^Fe^3+^_2_O_4_
Dellagiustaite,O x 4,V^2+^Al_2_O_4_
Deltalumite,O x 4,(Al_0.67_[box]_0.33_)Al_2_O_4_
Ellinaite,O x 4,CaCr^3+^_2_O_4_
Filipstadite,O x 4,"(Mn^2+^,Mg)_2_(Sb^5+^,Fe^3+^)O_4_"
Franklinite,O x 4,ZnFe^3+^_2_O_4_
Gahnite,O x 4,ZnAl_2_O_4_
Galaxite,O x 4,Mn^2+^Al_2_O_4_
Guite,O x 4,Co^2+^Co^3+^_ 2_O_4_
Harmunite,O x 4,CaFe^3+^_2_O_4_
Hercynite,O x 4,Fe^2+^Al_2_O_4_
Jacobsite,O x 4,Mn^2+^Fe^3+^_2_O_4_
Magnesiochromite,O x 4,MgCr^3+^_2_O_4_
Magnesiocoulsonite,O x 4,MgV^3+^_2_O_4_
Magnesioferrite,O x 4,MgFe^3+^_2_O_4_
Magnetite,O x 4,Fe^2+^Fe^3+^_2_O_4_
Manganochromite,O x 4,Mn^2+^Cr^3+^_2_O_4_
Qandilite,O x 4,"Mg_2_(Ti^4+^,Fe^3+^,Al)O_4_"
Spinel,O x 4,MgAl_2_O_4_
Thermaerogenite,O x 4,Cu^2+^Al_2_O_4_
Trevorite,O x 4,Ni^2+^Fe^3+^_2_O_4_
Ulvöspinel,O x 4,Fe^2+^_2_Ti^4+^O_4_
Vuorelainenite,O x 4,Mn^2+^V^3+^_2_O_4_
Wernerkrauseite,O x 6,"Ca(Fe^3+^,Mn^3+^)_2_Mn^4+^O_6_"
Zincochromite,O x 4,ZnCr^3+^_2_O_4_
Nichromite,O x 4,"(Ni^2+^,Co^2+^,Fe^2+^)(Cr^3+^,Fe^3+^,Al)_2_O_4_"
UM1994-06-O:AlCo,O x 4,Co^2+^Al_2_O_4_
Aluminian Chromite,O x 4,"Fe^2+^(Cr^3+^,Al)_2_O_4_"
Aluminous Magnetite,O x 4,"Fe^2+^(Fe^3+^,Al)_2_O_4_"
Alumo-chrompicotite,O x 4,"(Mg,Fe^2+^)(Cr^3+^,Al)_2_O_4_"
Alumoberezovite,O x 4,"(Fe^2+^,Mg)(Cr^3+^,Al)_2_O_4_"
Berezovskite,O x 4,"(Fe^2+^,Mg)Cr^3+^_2_O_4_"
Ceylonite,O x 4,"(Mg,Fe^2+^)Al_2_O_4_"
Chrommagnetite,O x 4,"Fe^2+^(Fe^3+^,Cr^3+^)_2_O_4_"
Chromohercynite,O x 4,"Fe^2+^(Al,Cr^3+^)_2_O_4_"
Chrompicotite,O x 4,"Fe^2+^(Al,Cr^3+^)_2_O_4_"
Cobaltochrompicotite,O x 4,"(Fe^2+^,Mg,Co^2+^)(Al,Cr^3+^)_2_O_4_"
Ferrian Chromite,O x 4,"Fe^2+^(Cr^3+^,Fe^3+^)_2_O_4_"
Ferrichromite,O x 4,"Fe^2+^(Cr^3+^,Fe^3+^)_2_O_4_"
Ferropicotite,O x 4,"(Mg,Fe^2+^)Al_2_O_4_"
Gahnospinel,O x 4,"(Mg,Zn)Al_2_O_4_"
Hydromagnetite,O x 4,Fe^2+^Fe^3+^_2_O_4_·nH_2_O
Iron-magnesia Spinel,O x 4,"(Mg,Fe^2+^)Al_2_O_4_"
Ishkulite,O x 4,"Fe^2+^(Fe^3+^,Cr^3+^)_2_O_4_"
Kreittonite,O x 4,"(Zn,Fe^2+^)Al_2_O_4_"
Magnochromite,O x 4,"Mg(Al,Cr^3+^)_2_O_4_"
Manganmagnetite,O x 4,"(Fe^2+^,Mn^2+^)Fe^3+^_2_O_4_"
Manganoan Gahnite,O x 4,"(Zn,Mn^2+^)Al_2_O_4_"
Mg-Titanomagnetite,O x 4,"(Fe^2+^,Mg)(Fe^3+^,Ti^4+^)_2_O_4_"
Nickeloan Magnetite,O x 4,"(Fe^2+^,Ni^2+^)Fe^3+^_2_O_4_"
Picotite,O x 4,"(Fe^2+^,Mg)(Al,Cr^3+^)_2_O_4_"
Silfbergite (of Niggli),O x 4,"(Fe^2+^,Mn^2+^)Fe^3+^_2_O_4_"
Titaniferous Chromite,O x 4,"Fe^2+^(Cr^3+^,Ti^4+^)_2_O_4_"
Titaniferous Magnetite,O x 4,"Fe^2+^(Fe^3+^,Ti^4+^)_2_O_4_"
Titano-spinel,O x 4,"Mg(Al,Ti^4+^)_2_O_4_"
Vanado-Magnetite,O x 4,"Fe^2+^(Fe^3+^,V^3+^)_2_O_4_"
Chlorospinel,O x 4,"Mg(Al,Fe^3+^)_2_O_4_"
Aluminium Spinel,O x 4,Al_3_O_4_
Picrochromite,O x 4,MgCr^3+^_2_O_4_
Ferritchromite,O x 4,"Fe^2+^(Cr^3+^,Fe^3+^)_2_O_4_"
Hausmannite,O x 4,Mn^2+^Mn^3+^_2_O_4_
Hetaerolite,O x 4,ZnMn^3+^_2_O_4_
Hydrohetaerolite,O x 8,Zn_2_Mn^3+^_4_O_8_·H_2_O
Jacobsite-Q,O x 4,Mn^2+^Fe^3+^_2_O_4_
Maghemite,O x 4,"(Fe^3+^_0.67_,[box]_0.33_)Fe^3+^_2_O_4_"
Titanomaghemite,O x 4,"Fe^3+^(Fe^3+^,Ti^4+^,Fe^2+^,[box])_2_O_4_"
Alumomaghemite,O x 4,"(Fe^3+^,Al)_0.67_[box]_0.33_(Fe^3+^,Al)_2_O_4_"
Hydromaghemite,O x 4,"(Fe^3+^_0.67_,[box]_0.33_)Fe^3+^_2_O_4_·H_2_O"
Tegengrenite,O x 4,(Mn^3+^_0.5_Sb^5+^_0.5_)Mg_2_O_4_
Xieite,O x 4,Fe^2+^Cr^3+^_2_O_4_
Carmeltazite,O x 11,ZrAl_2_Ti^4+^_4_O_11_
Feiite,O x 5,Fe^2+^_2_(Fe^2+^Ti^4+^)O_5_
Maohokite,O x 4,MgFe^3+^_2_O_4_
Tschaunerite,O x 4,(Fe^2+^)(Fe^2+^Ti^4+^)O_4_
Chenmingite,O x 4,Fe^2+^Cr^3+^_2_O_4_
Marokite,O x 4,CaMn^3+^_2_O_4_
Dmitryivanovite,O x 4,CaAl_2_O_4_
Addibischoffite,O x 20,Ca_2_Al_6_Al_6_O_20_
Beckettite,O x 20,Ca_2_V^3+^_6_Al_6_O_20_
Warkite,O x 20,Ca_2_Sc^3+^_6_Al_6_O_20_
Kudryavtsevaite,O x 12,Na_3_MgFe^3+^Ti^4+^_4_O_12_
Tululite,O x 36,"Ca_14_(Fe^3+^,Al)(Al,Zn,Fe^3+^,Si,P,Mn^2+^,Mg)_15_O_36_"
Valleyite,O x 13,Ca_4_Fe^3+^_6_O_13_
Krotite,O x 4,CaAl_2_O_4_
Minium,O x 4,Pb^2+^_2_Pb^4+^O_4_
Byrudite,O x 6,"(Be,[box])(V^3+^,Ti^4+^,Cr^3+^)_3_O_6_"
Verbierite,O x 6,BeCr^3+^_2_Ti^4+^O_6_
Akimotoite,O x 3,"(Mg,Fe^2+^)SiO_3_"
Brizziite,O x 3,NaSb^5+^O_3_
Corundum,O x 3,Al_2_O_3_
Ecandrewsite,O x 3,"(Zn,Fe^2+^,Mn^2+^)Ti^4+^O_3_"
Eskolaite,O x 3,Cr^3+^_2_O_3_
Geikielite,O x 3,MgTi^4+^O_3_
Hematite,O x 3,Fe^3+^_2_O_3_
Hemleyite,O x 3,Fe^2+^SiO_3_
Ilmenite,O x 3,Fe^2+^Ti^4+^O_3_
Karelianite,O x 3,V^3+^_2_O_3_
Melanostibite,O x 3,"Mn^2+^(Sb^5+^,Fe^3+^)O_3_"
Pyrophanite,O x 3,Mn^2+^Ti^4+^O_3_
Tistarite,O x 3,Ti^3+^_2_O_3_
UM1998-11-O-AuHSb,O x 2;OH,Au^1+^_2_Sb^3+^O_2_(OH)
Unnamed (Auroantimonate),O x 3,Au^1+^Sb^5+^O_3_
Unnamed (Fe-Cr Oxide),O x 3,Fe^3+^Cr^3+^O_3_
Alumohematite,O x 3,"(Fe^3+^,Al)_2_O_3_"
Cr-rich Picroilmenite,O x 3,"(Fe^2+^,Mg)(Ti^4+^,Cr^3+^)O_3_"
Ferrian Ilmenite,O x 3,"(Fe^3+^,Ti^4+^,Fe^2+^)_2_O_3_"
Hystatite,O x 3,"Fe^2+^(Ti^4+^,Fe^3+^)O_3_"
Kibdelophane,O x 5,Fe^2+^Ti^4+^_2_O_5_
Magnesian Menaccanite,O x 3,"(Fe^2+^,Mg)Ti^4+^O_3_"
Magnetoilmenite,O x 3,"Fe^2+^(Ti^4+^,Fe^3+^)O_3_"
Manaccanite,O x 3,"Fe^2+^(Ti^4+^,Fe^3+^)O_3_"
Manganilmenite,O x 3,"(Fe^2+^,Mn^2+^)Ti^4+^O_3_"
Manganoan Ilmenite,O x 3,"(Fe^2+^,Mn^2+^)Ti^4+^O_3_"
Picrocrichtonite,O x 3,"(Fe^2+^,Mg)Ti^4+^O_3_"
Picroilmenite,O x 3,"(Fe^2+^,Mg)Ti^4+^O_3_"
Picrotitanite,O x 3,"(Fe^2+^,Mg)Ti^4+^O_3_"
Silico-ilmenite,O x 3,"Fe^2+^(Ti^4+^,Si)O_3_"
Titanohematite,O x 3,"(Fe^3+^,Ti^4+^)_2_O_3_"
Washingtonite,O x 3,"Fe^2+^(Ti^4+^,Fe^3+^)O_3_"
Chromian Corundum,O x 3,"(Al,Cr^3+^)_2_O_3_"
Ledo frozen fire,O x 3,"(Al,Fe^3+^,Ti^4+^)_2_O_3_"
Avicennite,O x 3,Tl^3+^_2_O_3_
Bixbyite,O x 3,Mn^3+^_2_O_3_
Armalcolite,O x 5,"(Mg,Fe^2+^)Ti^4+^_2_O_5_"
Pseudobrookite,O x 5,(Fe^3+^_2_Ti^4+^)O_5_
Ferropseudobrookite,O x 5,Fe^2+^Ti^4+^_2_O_5_
Chromian Kennedyite,O x 10,"Mg(Fe^3+^,Cr^3+^)_2_Ti^4+^_3_O_10_"
Kennedyite,O x 5,"(Fe^3+^,Mg)_2_Ti^4+^O_5_"
Ferrohögbomite-2N2S,O x 15;OH,"(Fe^2+^,Mg,Zn,Al)_3_(Al,Ti^4+^,Fe^3+^)_8_O_15_(OH)"
Magnesiobeltrandoite-2N3S,O x 38;OHx2,(Mg_6_Al_2_)(Al_18_Fe^3+^_2_)O_38_(OH)_2_
Magnesiohögbomite-2N2S,O x 15;OH,"(Mg,Fe^2+^)_3_[Al_7_(Ti^4+^,Fe^3+^)]O_15_(OH)"
Magnesiohögbomite-2N3S,O x 14.25;OHx0.75,"(Mg,Fe^2+^,Zn)_3_(Al,Ti^4+^,Fe^3+^)_7.5_O_14.25_(OH)_0.75_"
Magnesiohögbomite-2N4S,O x 15.33;OHx0.66,(Mg_2.81_Fe^2+^_0.52_)_Σ=3.33_Al_7.33_Ti^4+^_0.66_O_15.33_(OH)_0.66_
Magnesiohögbomite-6N6S,O x 15;OH,"(Mg,Fe^2+^)_3_(Al,Ti^4+^,Fe^3+^)_8_O_15_(OH)"
Zincohögbomite-2N2S,O x 15;OH,"(Zn,Al,Fe^2+^)_3_(Al,Fe^3+^,Ti^4+^)_8_O_15_(OH)"
Zincohögbomite-2N6S,O x 15.5;OHx0.5,"(Zn,Mg)_3.5_(Al,Fe^3+^,Ti^4+^)_8_O_15.5_(OH)_0.5_"
Zincovelesite-6N6S,O x 15;OH,"Zn^2+^_3_(Fe^3+^,Mn^3+^,Al,Ti^4+^)_8_O_15_(OH)"
Ferrohögbomite-6N12S,O x 14;OHx0.6,"(Fe^2+^,Mg,Zn)_3_(Al,Ti^4+^,Fe^3+^)_7.23_O_14_(OH)_0.6_"
Kleberite,O x 11;OHx5,Fe^3+^Ti^4+^_6_O_11_(OH)_5_
Pseudorutile,O x 9,Fe^3+^_2_Ti^4+^_3_O_9_
Hydroxylian Pseudorutile,O x 13,Fe^3+^Ti^4+^_6_O_13_·4H_2_O
Berdesinskiite,O x 5,V^3+^_2_Ti^4+^O_5_
Kaitianite,O x 5,Ti^3+^_2_Ti^4+^O_5_
Oxyvanite,O x 5,V^3+^_2_V^4+^O_5_
Machiite,O x 9,Al_2_Ti^4+^_3_O_9_
Olkhonskite,O x 9,"(Cr^3+^,V^3+^)_2_Ti^4+^_3_O_9_"
Schreyerite,O x 9,V^3+^_2_Ti^4+^_3_O_9_
Vestaite,O x 9,(Ti^4+^Fe^2+^)Ti^4+^_3_O_9_
Iseite,O x 8,Mn^2+^_2_Mo^4+^_3_O_8_
Kamiokite,O x 8,Fe^2+^_2_Mo^4+^_3_O_8_
Majindeite,O x 8,Mg_2_Mo^4+^_3_O_8_
Nolanite,O x 14;OHx2,V^3+^_8_Fe^3+^_2_O_14_(OH)_2_
Rinmanite,O x 14;OHx2,Mg_2_Fe^3+^_4_Zn_2_Sb^5+^_2_O_14_(OH)_2_
Claudetite,O x 3,As^3+^_2_O_3_
Stibioclaudetite,O x 3,As^3+^Sb^3+^O_3_
Antimonian Claudetite,O x 3,"(As^3+^,Sb^3+^)_2_O_3_"
Arsenolite,O x 3,As^3+^_2_O_3_
Senarmontite,O x 3,Sb^3+^_2_O_3_
Valentinite,O x 3,Sb^3+^_2_O_3_
Bismite,O x 3,Bi_2_O_3_
Sphaerobismoite,O x 3,Bi_2_O_3_
Sillénite,O x 20,Bi_12_SiO_20_
Kyzylkumite,O x 5;OH,Ti^4+^_2_V^3+^O_5_(OH)
Tietaiyangite,O x 9,Fe^3+^_4_Fe^2+^Ti^4+^O_9_
Liuite,O x 3,Fe^2+^Ti^4+^O_3_
Luogufengite,O x 3,Fe^3+^_2_O_3_
Wangdaodeite,O x 3,Fe^2+^Ti^4+^O_3_
Chrombismite,O x 27,Bi_16_Cr^6+^O_27_
Freudenbergite,O x 8,Na(Ti^4+^_3_Fe^3+^)O_8_
Ferrous freudenbergite,O x 16,"Na_2_(Ti^4+^,Fe^3+^)_8_O_16_"
Grossite,O x 7,CaAl_4_O_7_
Chlorkyuygenite,O x 32;Cl x 2,Ca_12_Al_14_O_32_[(H_2_O)_4_Cl_2_]
Chlormayenite,O x 32;Cl x 2,Ca_12_Al_14_O_32_[[box]_4_Cl_2_]
Fluorkyuygenite,O x 32;F x 2,Ca_12_Al_14_O_32_[(H_2_O)_4_F_2_]
Fluormayenite,O x 32;F x 2,Ca_12_Al_14_O_32_[[box]_4_F_2_]
Yafsoanite,O x1 2,Ca_3_Zn_3_(Te^6+^O_6_)_2_
Barioperovskite,O x 3,BaTi^4+^O_3_
Lakargiite,O x 3,"Ca(Zr,Sn^4+^,Ti^4+^)O_3_"
Latrappite,O x 6,Ca_2_Nb^5+^Fe^3+^O_6_
Lueshite,O x 3,NaNb^5+^O_3_
Megawite,O x 3,CaSn^4+^O_3_
Natroniobite,O x 3,NaNb^5+^O_3_
Perovskite,O x 3,CaTi^4+^O_3_
Dysanalyte,O x 3,"Ca(Ti^4+^,Nb^5+^)O_3_"
Knopite,O x 3,"(Ca,Ce^3+^,Na)(Ti^4+^,Fe^3+^)O_3_"
Goldschmidtite,O x 3,KNb^5+^O_3_
Isolueshite,O x 3,"(Na,La)Nb^5+^O_3_"
Loparite-(Ce),O x 6,"(Na,REE)Ti^4+^_2_O_6_"
Macedonite,O x 3,Pb^2+^Ti^4+^O_3_
Tausonite,O x 3,SrTi^4+^O_3_
Nioboloparite,O x 6,"(Na,Ce^3+^,Ca,Sr,Th^4+^)(Ti^4+^,Nb^5+^,Fe^3+^)O_3_"
Almeidaite,O x 37;(OH + O)=1,"Pb^2+^Zn_2_(Mn^2+^,Y)(Ti^4+^,Fe^3+^)_18_O_37_(OH,O)"
Cleusonite,(O + OH)=38,"(Pb^2+^,Sr)(U^4+^,U^6+^)(Fe^2+^,Zn)_2_(Ti^4+^,Fe^2+^,Fe^3+^)_18_(O,OH)_38_"
Crichtonite,(O + OH)=38,"Sr(Mn^2+^,Y,U^6+^)Fe^2+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_"
Davidite-(Ce),(O + OH + F)=38,"(Ce^3+^,La)(Y,U^4+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH,F)_38_"
Davidite-(La),(O + OH + F)=38,"(Ce^3+^,La)(Y,U^4+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH,F)_38_"
Dessauite-(Y),(O + OH)=38,"Sr(Y,U^4+^,Mn^2+^)Fe^3+^_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_"
Gramaccioliite-(Y),O x 38,"(Pb^2+^,Sr)(Y,Mn^2+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_"
Landauite,O x 38;(O + OH + F)=1,"(Na,Pb^2+^)(Mn^2+^,Y)(Zn,Fe^2+^)_2_(Ti^4+^,Fe^3+^,Nb^5+^)_18_(O,OH,F)O_38_"
Lindsleyite,O x 38,"(Ba,Sr)(Zr,Ca)(Fe^3+^,Mg)_2_(Ti^4+^,Cr^3+^,Fe^3+^)_18_O_38_"
Loveringite,O x 38,"(Ca,Ce^3+^,La)(Zr,Fe^3+^)(Mg,Fe^3+^)_2_(Ti^4+^,Fe^3+^,Cr^3+^,Al)_18_O_38_"
Mapiquiroite,O x 38,"(Sr,Pb)(U,Y)Fe^2+^_2_(Ti^4+^,Fe^3+^,Cr^3+^)_18_O_38_"
Mathiasite,O x 38,"(K,Ba,Sr)(Zr,Fe^3+^)(Mg,Fe^3+^)_2_(Ti^4+^,Cr^3+^,Fe^3+^)_18_O_38_"
Mianningite,O x 38,"([box],Pb^2+^,Ce^3+^,Na)(U^4+^,Mn^2+^,U^6+^)Fe^3+^_2_(Ti^4+^,Fe^3+^)_18_O_38_"
Paseroite,(O + OH)=38,"Pb^2+^(Mn^2+^,Y,U)(Fe^2+^,Zn)_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_"
Senaite,(O + OH)=38,"Pb^2+^(Mn^2+^,Y,U)(Fe^2+^,Zn)_2_(Ti^4+^,Fe^3+^,Cr^3+^,V^5+^)_18_(O,OH)_38_"
UM1987-03-O:FePbTiU,O x 38,"(U,Pb^2+^)[Ti^4+^_12_Fe^3+^_5_Fe^2+^_2_Mn_2_]O_38_"
Unnamed (HBU UK-4),O x 38,"NaFe^2+^Zn_2_(Ti^4+^,Fe^3+^,Nb^5+^)_6_Ti^4+^_12_O_38_"
Davidite-(Y),O x 38,"(La,Ce^3+^,Na,Ca,Pb^2+^)(Y,Fe^2+^,[box])(Fe^2+^,Mn^2+^)_2_(Ti^4+^,Fe^3+^,Nb^5+^,Zr)_18_O_38_"
Barioferrite,O x 19,BaFe^3+^_12_O_19_
Batiferrite,O x 19,BaTi^4+^_2_Fe^3+^_8_Fe^2+^_2_O_19_
Diaoyudaoite,O x 17,NaAl_11_O_17_
Gorerite,O x 19,CaAlFe^3+^_11_O_19_
Haggertyite,O x 19,BaMgFe^2+^_4_Fe^3+^_2_Ti^4+^_5_O_19_
Hawthorneite,O x 19,BaMgTi^4+^_3_Cr^3+^_4_Fe^2+^_2_Fe^3+^_2_O_19_
Hibonite,O x 19,CaAl_12_O_19_
Hibonite-(Fe),O x 19,Fe^2+^Al_12_O_19_
Kahlenbergite,O x 17,KAl_11_O_17_
Lindqvistite,O x 27,Pb^2+^_2_Mn^2+^Fe^3+^_16_O_27_
Magnetoplumbite,O x 19,Pb^2+^Fe^3+^_12_O_19_
Nežilovite,O x 19,Pb^2+^Zn_2_Mn^4+^_2_Fe^3+^_8_O_19_
Plumboferrite,O x 19,"Pb^2+^_2_(Fe^3+^,Mn^2+^,Mg)_11_O_19_"
Yimengite,O x 19,"K(Cr^3+^,Ti^4+^,Fe^3+^,Mg)_12_O_19_"
Barian magnetoplumbite,O x 19,"(Pb^2+^,Ba)Fe^3+^_12_O_19_"
Jeppeite,O x 13,"(K,Ba)_2_(Ti^4+^,Fe^3+^)_6_O_13_"
Nixonite,O x 13,Na_2_Ti^4+^_6_O_13_
Zenzénite,O x 15,Pb^2+^_3_Fe^3+^_4_Mn^4+^_3_O_15_
Mengxianminite (of Huang et al.),O x 29,"(Ca,Na)_3_(Fe,Mn)_2_Mg_2_(Sn,Zn)_5_Al_8_O_29_"
Bitikleite,O x 12,Ca_3_Sn^4+^Sb^5+^(AlO_4_)_3_
Dzhuluite,O x 12,Ca_3_(Sn^4+^Sb^5+^)(Fe^3+^_O_4)_3_
Elbrusite,O x 12,Ca_3_(Zr^4+^_1.5_U^6+^_0.5_)(Fe^3+^_O_4)_3_
Monteneveite,O x 12,Ca_3_Sb^5+^_2_(Fe^3+^_2_Fe^2+^)O_12_
Usturite,O x 12,Ca_3_Zr^4+^Sb^5+^(Fe^3+^O_4_)_3_
Priscillagrewite-(Y),O x 12,YCa_2_Zr_2_Al_3_O_12_
Panguite,O x 3,"(Ti^4+^,Al,Sc^3+^,Mg,Zr^2+^,Ca)_1.8_O_3_"
Pauloabibite,O x 3,NaNb^5+^O_3_
Uhligite,O x 20,"Ca_3_(Ti^4+^,Al,Zr)_9_O_20_"
Allendeite,O x 12,Sc_4_Zr_3_O_12_
Heamanite-(Ce),O x 3,(K_0.5_Ce^3+^_0.5_)Ti^4+^O_3_
Kangite,O x 3,"(Sc^3+^,Ti^4+^,Al,Zr^4+^,Mg,Ca,[box])_2_O_3_"
Yttriaite-(Y),O x 3,Y_2_O_3_
Anzaite-(Ce),O x 18;OHx2,Ce^3+^_4_Fe^2+^Ti^4+^_6_O_18_(OH)_2_
Quartz,O x 2,SiO_2_
Opal,O x 2,SiO_2_·nH_2_O
Tridymite,O x 2,SiO_2_
Alumocalcite,O x 2,"(Si,Al,Ca)O_2_·nH_2_O"
Christensenite,O x 2,
Cristobalite,O x 2,SiO_2_
Mogánite,O x 2,SiO_2_·nH_2_O
Bosoite,C_x_H_2x+2_;O x 92,SiO_2_·<i>n</i>C_x_H_2x+2_
Chibaite,(CH_4_ + C_2_H_6_ + C_3_H_8_ + C_4_H_10_)=1;O x 92,"SiO_2_·n(CH_4_,C_2_H_6_,C_3_H_8_,C_4_H_10_); (n_max_ = 3/17)"
Melanophlogite,C_2_H_17_O_5_;O x 92,C_2_H_17_O_5_·Si_46_O_92_
Lechatelierite,O x 2,SiO_2_
Coesite,O x 2,SiO_2_
Stishovite,O x 2,SiO_2_
Keatite,O x 2,SiO_2_
Seifertite,O x 2,SiO_2_
Carbon Dioxide Ice,O x 2,C^4+^O_2_
Argutite,O x 2,GeO_2_
Cassiterite,O x 2,Sn^4+^O_2_
Plattnerite,O x 2,Pb^4+^O_2_
Pyrolusite,O x 2,Mn^4+^O_2_
Rutile,O x 2,Ti^4+^O_2_
Tripuhyite,O x 4,Fe^3+^Sb^5+^O_4_
Tugarinovite,O x 2,Mo^4+^O_2_
Varlamoffite,(O + OH)x2,"(Sn^4+^,Fe^3+^)(O,OH)_2_"
Ainalite,O x 2,"(Sn^4+^,Fe^2+^,Ta^5+^)O_2_"
Argentiferous Pyrolusite,O x 2,"(Mn^4+^,Ag)O_2_"
Ilmenorutile,O x 2,"Fe^2+^_x_(Nb^5+^,Ta)_2x_·4Ti^4+^_1-x_O_2_"
Iserite (of Janovsky),O x 2,Fe^2+^Ti^4+^_2_O_5_
Nigrine,O x 2,"(Ti^4+^,Fe^2+^)O_2_"
Niobian Rutile,O x 2,"(Ti^4+^,Nb^5+^)O_2_"
Squawcreekite,O x 4,"Fe^3+^(Sb^5+^,Sn^4+^)O_4_"
Strüverite,O x 2,"(Ti^4+^,Ta,Fe^3+^)O_2_"
Byströmite,O x 8,MgSb^5+^_2_O_6_
Ordoñezite,O x 9,ZnSb^5+^_2_O_6_
Tapiolite-(Fe),O x 6,"(Fe^2+^,Mn^2+^)(Ta,Nb^5+^)_2_O_6_"
Tapiolite-(Mn),O x 7,"(Mn^2+^,Fe^2+^)(Ta,Nb^5+^)_2_O_6_"
Tredouxite,O x 6,Ni^2+^Sb^5+^_2_O_6_
Paramontroseite,O x 2,V^4+^O_2_
